Mach, Efficiency
   0.203576,   14.629365
   0.205560,   14.734042
   0.207544,   14.841147
   0.209528,   14.943752
   0.211512,   15.042060
   0.213496,   15.135166
   0.215481,   15.221895
   0.217465,   15.304683
   0.219449,   15.383875
   0.221433,   15.455206
   0.223417,   15.522998
   0.225401,   15.587230
   0.227385,   15.643664
   0.229369,   15.697652
   0.231353,   15.745574
   0.233337,   15.788922
   0.235321,   15.828649
   0.237305,   15.861788
   0.239290,   15.893027
   0.241274,   15.916530
   0.243258,   15.939059
   0.245242,   15.953629
   0.247226,   15.967304
   0.249210,   15.973764
   0.251194,   15.978515
   0.253178,   15.977793
   0.255162,   15.973620
   0.257146,   15.966737
   0.259130,   15.953709
   0.261114,   15.940603
   0.263098,   15.920008
   0.265083,   15.898150
   0.267067,   15.873856
   0.269051,   15.843452
   0.271035,   15.812940
   0.273019,   15.777989
   0.275003,   15.739199
   0.276987,   15.700320
   0.278971,   15.656541
   0.280955,   15.609727
   0.282939,   15.562863
   0.284923,   15.512178
   0.286907,   15.457781
   0.288892,   15.403391
   0.290876,   15.347767
   0.292860,   15.286292
   0.294844,   15.224895
   0.296828,   15.163580
   0.298812,   15.098296
   0.300796,   15.030453
   0.302780,   14.962773
   0.304764,   14.895261
   0.306748,   14.823155
   0.308732,   14.749703
   0.310716,   14.676509
   0.312700,   14.603576
   0.314685,   14.527417
   0.316669,   14.449142
   0.318653,   14.371223
   0.320637,   14.293660
   0.322621,   14.216081
   0.324605,   14.133767
   0.326589,   14.051904
   0.328573,   13.970494
   0.330557,   13.889538
   0.332541,   13.808341
   0.334525,   13.723289
   0.336509,   13.638781
   0.338494,   13.554817
   0.340478,   13.471396
   0.342462,   13.388517
   0.344446,   13.302862
   0.346430,   13.216586
   0.348414,   13.130936
   0.350398,   13.045909
   0.352382,   12.961503
   0.354366,   12.877715
   0.356350,   12.791450
   0.358334,   12.704893
   0.360318,   12.619029
   0.362302,   12.533853
   0.364287,   12.449361
   0.366271,   12.365548
   0.368255,   12.281955
   0.370239,   12.195921
   0.372223,   12.110631
   0.374207,   12.026080
   0.376191,   11.942261
   0.378175,   11.859168
   0.380159,   11.776795
   0.382143,   11.695137
   0.384127,   11.612026
   0.386111,   11.528730
   0.388096,   11.446201
   0.390080,   11.364431
   0.392064,   11.283413
   0.394048,   11.203140
   0.396032,   11.123604
   0.398016,   11.044798
   0.400000,   10.965938
