Ground Distance, Speed
   0.000000,    0.000000
   6.194505,    7.321524
  24.649676,   14.527518
  55.165712,   21.612356
  97.533673,   28.570842
 151.536232,   35.398217
 216.948417,   42.090194
 293.538381,   48.642929
 381.068176,   55.053020
 479.294536,   61.317544
 587.969612,   67.434044
 706.841772,   73.400471
 835.656422,   79.215353
 974.156842,   84.877680
1122.085087,   90.386971
1279.182732,   95.743165
1445.191686,  100.946654
1619.854677,  105.998058
1802.915772,  110.898296
1937.332591,  114.273496
1937.332591,  114.273496
2060.127132,  117.150933
2086.945280,  117.739221
2187.196221,  119.829643
2189.219060,  119.870226
2394.878237,  123.785371
2606.959681,  127.502480
2740.310267,  129.747912
2742.500474,  129.784490
2964.625115,  133.417780
3192.840660,  137.001850
3404.817044,  140.201772
3641.485072,  140.222031
3878.153198,  140.222031
4114.821325,  140.222031
4351.489451,  140.222031
4588.157578,  140.222031
4824.825704,  140.222031
5061.493830,  140.222031
5298.161957,  140.222031
5534.830083,  140.222031
5771.498210,  140.222031
6008.166336,  140.222031
6244.834463,  140.222031
6481.502589,  140.222031
6718.170716,  140.222031
6954.838842,  140.222031
7191.506968,  140.222031
7428.175095,  140.222031
7664.843221,  140.222031
7901.511348,  140.222031
8138.179474,  140.222031
8374.847601,  140.222031
8611.515727,  140.222031
8848.183854,  140.222031
9084.851980,  140.222031
9321.520106,  140.222031
9558.188233,  140.222031
9794.856359,  140.222031
10031.524486,  140.222031
10268.192612,  140.222031
10504.860739,  140.222031
10741.528865,  140.222031
10978.196992,  140.222031
11214.865118,  140.222031
11451.533244,  140.222031
11688.201371,  140.222031
11924.869497,  140.222031
12161.537624,  140.222031
12398.205750,  140.222031
12634.873877,  140.222031
12871.542003,  140.222031
13108.210130,  140.222031
13344.878256,  140.222031
13581.546382,  140.222031
13818.214509,  140.222031
14054.882635,  140.222031
14291.550762,  140.222031
14528.218888,  140.222031
14764.887015,  140.222031
15001.555141,  140.222031
15238.223268,  140.222031
15474.891394,  140.222031
15711.559520,  140.222031
15948.227647,  140.222031
16184.895773,  140.222031
16421.563900,  140.222031
16658.232026,  140.222031
16894.900153,  140.222031
17131.568279,  140.222031
17368.236406,  140.222031
17604.904532,  140.222031
17841.572658,  140.222031
18078.240785,  140.222031
18314.908911,  140.222031
18551.577038,  140.222031
18788.245164,  140.222031
19024.913291,  140.222031
19261.581417,  140.222031
19498.249544,  140.222031
19734.917670,  140.222031
19971.585796,  140.222031
20208.253923,  140.222031
20444.922049,  140.222031
20681.590176,  140.222031
20918.258302,  140.222031
21154.926429,  140.222031
21391.594555,  140.222031
21628.262682,  140.222031
21864.930808,  140.222031
22101.598934,  140.222031
22338.267061,  140.222031
22574.935187,  140.222031
22811.603314,  140.222031
23048.271440,  140.222031
23284.939567,  140.222031
23521.607693,  140.222031
23758.275820,  140.222031
23994.943946,  140.222031
24231.612072,  140.222031
24468.280199,  140.222031
24704.948325,  140.222031
24941.616452,  140.222031
25178.284578,  140.222031
25414.952705,  140.222031
25651.620831,  140.222031
25888.288958,  140.222031
26246.719160,  140.222031
26246.719160,  140.222031
