CLe, Static Stability Margin
   0.393779,    0.421321
   0.497195,    0.410466
   0.600411,    0.389117
   0.703434,    0.367833
   0.806248,    0.346464
   0.908852,    0.325493
   1.011248,    0.308217
   1.113445,    0.294887
   1.215793,    0.273562
   1.317630,    0.251900
   1.419249,    0.238682
   1.520648,    0.225595
   1.621819,    0.212709
   1.722765,    0.200684
   1.823495,    0.189211
   1.924004,    0.177894
   2.024283,    0.166859
   2.124334,    0.156258
   2.224154,    0.146021
   2.323744,    0.136262
   2.423101,    0.126987
   2.522233,    0.114750
   2.619859,    0.087020
   2.710967,    0.027685
   2.790915,   -0.079455
   2.856375,   -0.382648
   2.905333,   -1.012907
   2.937074,   -2.642239
   2.952174, -150.871059
   2.952393, -146.290080
   2.940253,    5.285301
