Mach, Climb Angle
   0.258239,    1.499396
   0.263509,    1.579013
   0.268780,    1.649908
   0.274050,    1.713761
   0.279320,    1.769075
   0.284591,    1.818660
   0.289861,    1.861504
   0.295131,    1.898503
   0.300402,    1.930145
   0.305672,    1.956916
   0.310942,    1.978742
   0.316213,    1.995958
   0.321483,    2.008610
   0.326753,    2.016978
   0.332024,    2.021259
   0.337294,    2.021780
   0.342564,    2.018948
   0.347834,    2.011956
   0.353105,    2.001773
   0.358375,    1.989086
   0.363645,    1.974019
   0.368916,    1.955338
   0.374186,    1.935910
   0.379456,    1.912778
   0.384727,    1.888683
   0.389997,    1.861997
   0.395267,    1.833782
   0.400538,    1.803464
   0.405808,    1.771711
   0.411078,    1.737524
   0.416349,    1.702485
   0.421619,    1.663759
   0.426889,    1.624450
   0.432159,    1.581364
   0.437430,    1.536340
   0.442700,    1.490074
   0.447970,    1.439145
   0.453241,    1.387360
   0.458511,    1.334774
   0.463781,    1.279223
   0.469052,    1.223652
   0.474322,    1.171733
   0.479592,    1.117981
   0.484863,    1.069290
   0.490133,    1.021022
   0.495403,    0.977114
   0.500673,    0.929916
   0.505944,    0.883811
   0.511214,    0.837255
   0.516484,    0.790469
   0.521755,    0.741168
   0.527025,    0.689816
   0.532295,    0.637846
   0.537566,    0.585145
   0.542836,    0.531855
   0.548106,    0.475967
   0.553377,    0.418367
   0.558647,    0.360184
   0.563917,    0.301445
   0.569188,    0.242149
   0.574458,    0.182306
   0.579728,    0.119486
   0.584998,    0.055571
   0.590269,   -0.008926
   0.595539,   -0.074004
   0.600809,   -0.139665
   0.606080,   -0.205910
   0.611350,   -0.272740
   0.616620,   -0.342627
   0.621891,   -0.413418
   0.627161,   -0.484818
   0.632431,   -0.556826
   0.637702,   -0.629444
   0.642972,   -0.702671
   0.648242,   -0.776507
   0.653513,   -0.850953
   0.658783,   -0.927122
   0.664053,   -1.005377
   0.669323,   -1.084263
   0.674594,   -1.163779
   0.679864,   -1.243928
   0.685134,   -1.324707
   0.690405,   -1.406119
   0.695675,   -1.488162
   0.700945,   -1.570838
   0.706216,   -1.654147
   0.711486,   -1.738088
   0.716756,   -1.824513
   0.722027,   -1.912110
   0.727297,   -2.000359
   0.732567,   -2.089259
   0.737838,   -2.178811
   0.743108,   -2.269016
   0.748378,   -2.359873
   0.753648,   -2.451384
   0.758919,   -2.543548
   0.764189,   -2.636366
   0.769459,   -2.729838
   0.774730,   -2.823965
   0.780000,   -2.918747
