eta, Cd
   0.000000,    0.017684
   0.020408,    0.017743
   0.040816,    0.017773
   0.061224,    0.017795
   0.081633,    0.017812
   0.102041,    0.017827
   0.122449,    0.017840
   0.142857,    0.017851
   0.163265,    0.017861
   0.183673,    0.017870
   0.204082,    0.017879
   0.224490,    0.017886
   0.244898,    0.017892
   0.265306,    0.017898
   0.285714,    0.017904
   0.306122,    0.017908
   0.326531,    0.017912
   0.346939,    0.017916
   0.367347,    0.017919
   0.387755,    0.017922
   0.408163,    0.017924
   0.428571,    0.017926
   0.448980,    0.017927
   0.469388,    0.017928
   0.489796,    0.017930
   0.510204,    0.017930
   0.530612,    0.017928
   0.551020,    0.017926
   0.571429,    0.017924
   0.591837,    0.017921
   0.612245,    0.017918
   0.632653,    0.017915
   0.653061,    0.017911
   0.673469,    0.017909
   0.693878,    0.017906
   0.714286,    0.017904
   0.734694,    0.017902
   0.755102,    0.017902
   0.775510,    0.017903
   0.795918,    0.017907
   0.816327,    0.017916
   0.836735,    0.017936
   0.857143,    0.017973
   0.877551,    0.018036
   0.897959,    0.018154
   0.918367,    0.018396
   0.938776,    0.018946
   0.959184,    0.018337
   0.979592,    0.022988
   1.000000,    0.005143
