alpha body, Static Stability Margin
 -10.000000,    0.089919
  -9.000000,    0.077977
  -8.000000,    0.054629
  -7.000000,    0.031544
  -6.000000,    0.008522
  -5.000000,   -0.013854
  -4.000000,   -0.031964
  -3.000000,   -0.045611
  -2.000000,   -0.067916
  -1.000000,   -0.090432
   0.000000,   -0.103547
   1.000000,   -0.116384
   2.000000,   -0.128873
   3.000000,   -0.140324
   4.000000,   -0.151088
   5.000000,   -0.161583
   6.000000,   -0.171678
   7.000000,   -0.181215
   8.000000,   -0.191265
   9.000000,   -0.206429
  10.000000,   -0.232072
  11.000000,   -0.276408
