alpha body, Static Stability Margin
 -10.000000,    0.313079
  -9.000000,    0.302119
  -8.000000,    0.280615
  -7.000000,    0.259240
  -6.000000,    0.237830
  -5.000000,    0.216895
  -4.000000,    0.199802
  -3.000000,    0.186747
  -2.000000,    0.165591
  -1.000000,    0.144172
   0.000000,    0.131389
   1.000000,    0.118780
   2.000000,    0.106416
   3.000000,    0.094954
   4.000000,    0.084076
   5.000000,    0.073385
   6.000000,    0.063006
   7.000000,    0.053090
   8.000000,    0.042682
   9.000000,    0.027657
  10.000000,    0.003195
  11.000000,   -0.038212
  12.000000,   -0.122327
  13.000000,   -0.322774
  14.000000,   -0.948293
  15.000000, -492.873938
  16.000000, -489.942611
  17.000000,    3.908653
  18.000000,    3.427797
  19.000000,    4.258457
