alpha body, Static Stability Margin
 -10.000000,    0.312662
  -9.000000,    0.301699
  -8.000000,    0.280192
  -7.000000,    0.258813
  -6.000000,    0.237400
  -5.000000,    0.216463
  -4.000000,    0.199367
  -3.000000,    0.186311
  -2.000000,    0.165152
  -1.000000,    0.143731
   0.000000,    0.130947
   1.000000,    0.118339
   2.000000,    0.105974
   3.000000,    0.094511
   4.000000,    0.083634
   5.000000,    0.072942
   6.000000,    0.062564
   7.000000,    0.052649
   8.000000,    0.042241
   9.000000,    0.027216
  10.000000,    0.002751
  11.000000,   -0.038662
  12.000000,   -0.122791
  13.000000,   -0.323272
  14.000000,   -0.948897
  15.000000, -491.260667
  16.000000, -488.328817
  17.000000,    3.908909
  18.000000,    3.427957
  19.000000,    4.258768
