alpha body, Static Stability Margin
 -10.000000,    0.035934
  -9.000000,    0.024911
  -8.000000,    0.003368
  -7.000000,   -0.017879
  -6.000000,   -0.038995
  -5.000000,   -0.059479
  -4.000000,   -0.075698
  -3.000000,   -0.087386
  -2.000000,   -0.107758
  -1.000000,   -0.128325
   0.000000,   -0.139393
   1.000000,   -0.150147
   2.000000,   -0.160542
   3.000000,   -0.169965
   4.000000,   -0.178724
   5.000000,   -0.187161
   6.000000,   -0.195176
   7.000000,   -0.202633
   8.000000,   -0.210516
   9.000000,   -0.223041
