alpha body, Static Stability Margin
 -10.000000,    0.442445
  -9.000000,    0.432065
  -8.000000,    0.411653
  -7.000000,    0.391297
  -6.000000,    0.370853
  -5.000000,    0.350788
  -4.000000,    0.334317
  -3.000000,    0.321634
  -2.000000,    0.301190
  -1.000000,    0.280456
   0.000000,    0.267904
   1.000000,    0.255471
   2.000000,    0.243223
   3.000000,    0.231801
   4.000000,    0.220905
   5.000000,    0.210151
   6.000000,    0.199660
   7.000000,    0.189581
   8.000000,    0.179023
   9.000000,    0.164154
  10.000000,    0.140480
  11.000000,    0.100927
  12.000000,    0.021084
  13.000000,   -0.168783
  14.000000,   -0.761476
  15.000000, 2761.651434
  16.000000, 2764.420259
  17.000000,    3.827929
  18.000000,    3.377044
  19.000000,    4.160582
  20.000000,    4.904290
