alpha body, Static Stability Margin
 -10.000000,    0.094255
  -9.090909,    0.083748
  -8.181818,    0.062566
  -7.272727,    0.041194
  -6.363636,    0.020109
  -5.454545,    0.000079
  -4.545455,   -0.019460
  -3.636364,   -0.036330
  -2.727273,   -0.046421
  -1.818182,   -0.066224
  -0.909091,   -0.088846
  -0.000000,   -0.100418
   0.909091,   -0.111758
   1.818182,   -0.123059
   2.727273,   -0.134045
   3.636364,   -0.144370
   4.545455,   -0.153798
   5.454545,   -0.162872
   6.363636,   -0.171980
   7.272727,   -0.180665
   8.181818,   -0.190024
   9.090909,   -0.204339
  10.000000,   -0.227739
  10.909091,   -0.266163
