Ground Distance, 
   0.000000,   15.240000
 220.785516,    3.669121
 236.354193,    2.898642
 251.922870,    2.218991
 267.491547,    1.630099
 283.060224,    1.131908
 298.628901,    0.724366
 314.197578,    0.407432
 329.766255,    0.181073
 345.334932,    0.045267
 360.903609,    0.000000
 361.850127,    0.000000
 371.304282,    0.000000
 438.389398,    0.000000
 451.685582,    0.000000
 464.941911,    0.000000
 478.158566,    0.000000
 491.335725,    0.000000
 493.966433,    0.000000
 494.176821,    0.000000
 494.262836,    0.000000
 494.304892,    0.000000
 494.350545,    0.000000
 494.371726,    0.000000
 494.380399,    0.000000
 494.381469,    0.000000
 494.382526,    0.000000
 494.393090,    0.000000
 494.498726,    0.000000
 495.554815,    0.000000
 506.087840,    0.000000
 570.485358,    0.000000
 632.856122,    0.000000
 693.141742,    0.000000
 751.284185,    0.000000
 807.225950,    0.000000
 860.910259,    0.000000
 912.281247,    0.000000
 961.284163,    0.000000
1007.865573,    0.000000
1051.973567,    0.000000
1093.557966,    0.000000
1132.570531,    0.000000
1168.965167,    0.000000
1202.698128,    0.000000
1233.728217,    0.000000
1262.016974,    0.000000
1287.528860,    0.000000
1310.231429,    0.000000
1330.095492,    0.000000
1347.095258,    0.000000
1361.208471,    0.000000
1372.416521,    0.000000
1380.704546,    0.000000
1386.061504,    0.000000
1388.480238,    0.000000
1388.633049,    0.000000
