CLe, Neutral Point
  -0.867675,    0.211560
  -0.753378,    0.220649
  -0.639248,    0.238756
  -0.525286,    0.256680
  -0.411494,    0.274073
  -0.297860,    0.290854
  -0.184385,    0.304433
  -0.071079,    0.314702
   0.042444,    0.332115
   0.155486,    0.349157
   0.268360,    0.357788
   0.381076,    0.366028
   0.493623,    0.374343
   0.605996,    0.382277
   0.718194,    0.389682
   0.830222,    0.396160
   0.942093,    0.402084
   1.053798,    0.407909
   1.165332,    0.413436
   1.276693,    0.418437
   1.387885,    0.422966
   1.498597,    0.440851
   1.596973,    0.514020
   1.664148,    0.827944
   1.695390,    2.979828
   1.701356,    5.591844
   1.707966,    3.798043
   1.755302,    0.934999
   1.899380,    0.582296
