alpha body, CL_e
 -10.000000,   -0.348733
  -9.090909,   -0.274500
  -8.181818,   -0.200290
  -7.272727,   -0.126098
  -6.363636,   -0.051919
  -5.454545,    0.022253
  -4.545455,    0.096421
  -3.636364,    0.170591
  -2.727273,    0.244767
  -1.818182,    0.319945
  -0.909091,    0.393201
  -0.000000,    0.466477
   0.909091,    0.539779
   1.818182,    0.613110
   2.727273,    0.686474
   3.636364,    0.759878
   4.545455,    0.833324
