alpha body, CL_e
 -10.000000,   -0.355987
  -9.090909,   -0.280265
  -8.181818,   -0.204559
  -7.272727,   -0.128865
  -6.363636,   -0.053180
  -5.454545,    0.022500
  -4.545455,    0.098179
  -3.636364,    0.173860
  -2.727273,    0.249548
  -1.818182,    0.326256
  -0.909091,    0.401003
  -0.000000,    0.475767
   0.909091,    0.550552
   1.818182,    0.625361
   2.727273,    0.700200
   3.636364,    0.775070
   4.545455,    0.849977
   5.454545,    0.924922
