Ground Distance, Mach number
   0.000000,    0.000001
   0.054822,    0.000894
   0.601789,    0.001783
   1.209437,    0.002671
   1.817085,    0.003559
   2.424733,    0.004448
   3.032381,    0.005336
   3.640029,    0.006224
   4.247677,    0.007113
   4.855325,    0.008001
   5.462973,    0.008889
   6.070621,    0.009778
   7.555125,    0.010657
   9.149112,    0.011536
  10.743099,    0.012414
  12.337087,    0.013293
  13.931074,    0.014171
  15.525062,    0.015050
  17.119049,    0.015929
  18.713037,    0.016807
  20.307024,    0.017686
  21.901011,    0.018564
  24.361968,    0.019434
  26.931173,    0.020302
  29.500378,    0.021171
  32.069584,    0.022039
  34.638789,    0.022907
  37.207994,    0.023776
  39.777200,    0.024644
  42.346405,    0.025513
  44.915610,    0.026381
  47.484816,    0.027250
  50.910832,    0.028109
  54.443830,    0.028967
  57.976828,    0.029825
  61.509825,    0.030683
  65.042823,    0.031541
  68.575821,    0.032399
  72.108818,    0.033257
  75.641816,    0.034115
  79.174814,    0.034973
  82.707812,    0.035831
  87.087210,    0.036680
  91.572289,    0.037527
  96.057368,    0.038375
 100.542447,    0.039222
 105.027526,    0.040070
 109.512606,    0.040917
 113.997685,    0.041765
 118.482764,    0.042612
 122.967843,    0.043460
 127.452922,    0.044307
 132.773754,    0.045145
 138.198937,    0.045981
 143.624121,    0.046818
 149.049304,    0.047654
 154.474487,    0.048491
 159.899670,    0.049327
 165.324853,    0.050163
 170.750037,    0.051000
 176.175220,    0.051836
 181.600403,    0.052673
 187.848957,    0.053497
 194.200316,    0.054319
 200.551675,    0.055141
 206.903035,    0.055963
 213.254394,    0.056785
 219.605753,    0.057607
 225.957112,    0.058429
 232.308472,    0.059251
 238.659831,    0.060073
 245.011190,    0.060896
 252.170942,    0.061704
 259.431629,    0.062511
 266.692317,    0.063318
 273.953004,    0.064125
 281.213691,    0.064931
 288.474379,    0.065738
 295.735066,    0.066545
 302.995753,    0.067352
 310.256441,    0.068159
 317.517128,    0.068966
 325.571031,    0.069759
 333.723975,    0.070550
 341.876918,    0.071342
 350.029862,    0.072134
 358.182805,    0.072925
 366.335749,    0.073717
 374.488692,    0.074508
 382.641636,    0.075300
 390.794579,    0.076091
 398.947523,    0.076883
 407.878473,    0.077661
 416.906564,    0.078437
 425.934656,    0.079213
 434.962747,    0.079989
 443.990839,    0.080765
 453.018930,    0.081542
 462.047022,    0.082318
 471.075114,    0.083094
 480.103205,    0.083870
 489.131297,    0.084646
 498.922172,    0.085409
 508.808288,    0.086170
 518.694405,    0.086931
 528.580521,    0.087692
 538.466637,    0.088452
 548.352753,    0.089213
 558.238870,    0.089974
 568.124986,    0.090735
 578.011102,    0.091496
 587.897218,    0.092257
 598.530901,    0.093004
 609.257924,    0.093750
 619.984946,    0.094495
 630.711969,    0.095241
 641.438992,    0.095986
 652.166015,    0.096732
 662.893038,    0.097477
 673.620061,    0.098223
 684.347084,    0.098968
 695.074107,    0.099714
 706.532762,    0.100444
 718.082769,    0.101172
 729.632775,    0.101900
 741.182782,    0.102628
 752.732788,    0.103356
 764.282795,    0.104084
 775.832801,    0.104812
 787.382808,    0.105540
 798.932814,    0.106268
 810.482821,    0.106996
 822.745491,    0.107706
 835.097145,    0.108414
 847.448798,    0.109122
 859.800451,    0.109830
 872.152105,    0.110538
 884.503758,    0.111247
 896.855411,    0.111955
 909.207064,    0.112663
 921.558718,    0.113371
 933.910371,    0.114079
 946.955114,    0.114770
 960.086396,    0.115458
 973.217678,    0.116147
 986.348960,    0.116835
 999.480242,    0.117524
1012.611524,    0.118213
1025.742806,    0.118901
1038.874088,    0.119590
1052.005370,    0.120278
1065.136652,    0.120967
1078.941747,    0.121638
1092.830974,    0.122307
1106.720201,    0.122977
1120.609428,    0.123646
1134.498655,    0.124315
1148.387882,    0.124985
1162.277109,    0.125654
1176.166336,    0.126323
1190.055564,    0.126992
1203.944791,    0.127662
1218.488863,    0.128314
1233.114700,    0.128964
1247.740536,    0.129615
1262.366373,    0.130265
1276.992209,    0.130915
1291.618046,    0.131566
1306.243882,    0.132216
1320.869719,    0.132866
1335.495555,    0.133517
1350.121392,    0.134167
1365.383426,    0.134801
1380.724896,    0.135433
1396.066365,    0.136064
1411.407835,    0.136696
1426.749304,    0.137328
1442.090774,    0.137959
1457.432243,    0.138591
1472.773713,    0.139223
1488.115183,    0.139855
1503.456652,    0.140486
1519.416000,    0.141102
1535.452497,    0.141715
1551.488993,    0.142328
1567.525489,    0.142942
1583.561985,    0.143555
1599.598481,    0.144169
1615.634978,    0.144782
1631.671474,    0.145396
1647.707970,    0.146009
1663.744466,    0.146622
1680.380864,    0.147220
1697.092166,    0.147815
1713.803468,    0.148411
1730.514769,    0.149006
1747.226071,    0.149602
1763.937373,    0.150197
1780.648674,    0.150793
1797.359976,    0.151388
1814.071278,    0.151984
1830.782579,    0.152579
1848.076244,    0.153159
1865.442623,    0.153737
1882.809001,    0.154316
1900.175380,    0.154894
1917.541758,    0.155472
1934.908137,    0.156050
1952.274516,    0.156628
1969.640894,    0.157206
1987.007273,    0.157784
2004.373651,    0.158362
2022.305313,    0.158925
2040.307556,    0.159486
2058.309799,    0.160047
2076.312042,    0.160608
2094.314285,    0.161169
2112.316528,    0.161730
2130.318770,    0.162291
2148.321013,    0.162852
2166.323256,    0.163414
2184.325499,    0.163975
2202.858527,    0.164521
2221.457829,    0.165066
2240.057131,    0.165611
2258.656433,    0.166156
2277.255735,    0.166701
2295.855037,    0.167246
2314.454338,    0.167791
2333.053640,    0.168336
2351.652942,    0.168881
2360.031877,    0.169126
2379.039344,    0.169657
2398.252299,    0.170176
2417.465254,    0.170695
2436.678208,    0.171214
2455.891163,    0.171733
2475.104118,    0.172253
2494.317073,    0.172772
2513.530027,    0.173291
2532.742982,    0.173810
2551.955937,    0.174329
2571.359370,    0.174837
2591.133385,    0.175323
2610.907399,    0.175809
2630.681414,    0.176295
2650.455428,    0.176781
2670.229443,    0.177267
2690.003457,    0.177753
2709.777472,    0.178239
2729.551486,    0.178725
2749.325501,    0.179211
2769.276592,    0.179684
2789.572191,    0.180132
2809.867791,    0.180581
2830.163390,    0.181029
2850.458990,    0.181478
2870.754589,    0.181926
2891.050188,    0.182375
2911.345788,    0.182823
2931.641387,    0.183272
2951.936986,    0.183720
2965.342285,    0.184016
2986.046120,    0.184255
3006.749955,    0.184494
3027.453790,    0.184733
3048.157625,    0.184972
3068.861461,    0.185211
3089.565296,    0.185450
3110.269131,    0.185689
3130.972966,    0.185928
3151.676801,    0.186167
3172.380636,    0.186406
3193.217786,    0.186487
3214.054937,    0.186568
3234.892087,    0.186649
3255.729238,    0.186730
3276.566388,    0.186811
3297.424778,    0.186809
3318.283168,    0.186806
3339.141558,    0.186803
3359.999947,    0.186801
3380.858337,    0.186798
3401.693925,    0.186717
3422.529514,    0.186637
3443.365102,    0.186556
3464.200690,    0.186475
