CLe, Static Stability Margin
   1.197203,   -0.074398
   1.280379,   -0.069959
   1.363715,   -0.061087
   1.447214,   -0.052233
   1.530877,   -0.040668
   1.614820,   -0.031965
   1.698805,   -0.025917
   1.782958,   -0.016959
   1.867283,   -0.008056
