Ground Roll distance, Load Factor
1140.467782,    0.676407
1168.587910,    0.673695
1365.345203,    0.654919
1404.364394,    0.651236
1443.273774,    0.647578
1482.073745,    0.643942
1520.764702,    0.640330
1528.489847,    0.639611
1529.202752,    0.639544
1529.236604,    0.639541
1529.266072,    0.639539
1529.271621,    0.639538
1529.274775,    0.639537
1529.277660,    0.639537
1529.306514,    0.639531
1529.595047,    0.639473
1532.479651,    0.638894
1561.253724,    0.633103
1750.363240,    0.594178
1933.357992,    0.555054
2110.005115,    0.515873
2280.071416,    0.476792
2443.324302,    0.437977
2599.532771,    0.399606
2748.468465,    0.361863
2889.906768,    0.324941
3023.627955,    0.289038
3149.418374,    0.254357
3267.071650,    0.221104
3376.389902,    0.189481
3477.184959,    0.159692
3569.279563,    0.131932
3652.508533,    0.106391
3726.719897,    0.083249
3791.775955,    0.062670
3847.554266,    0.044808
3893.948547,    0.029794
3930.869472,    0.017745
3958.245344,    0.008751
3976.022656,    0.002884
3984.166498,    0.000189
3984.737572,    0.000000
