V (EAS), 
   0.000000,    1.000000
 112.665922,    1.816652
 181.938075,    2.318766
   0.000000,    1.000000
 181.938075,    2.318766
 227.422594,    1.756900
   0.000000,    1.000000
 227.422594,    1.756900
 227.422594,    0.243100
   0.000000,    1.000000
 227.422594,    0.243100
 181.938075,   -0.318766
   0.000000,    1.000000
 181.938075,   -0.318766
 181.938075,   -0.318766
  90.413963,    0.183348
   0.000000,    1.000000
