V (EAS), 
  51.145861,    0.000000
  51.145861,    1.000000
  53.499785,    1.094165
  55.853708,    1.192567
  58.207631,    1.295206
  60.561554,    1.402081
  62.915478,    1.513192
  65.269401,    1.628539
  67.623324,    1.748123
  69.977247,    1.871943
  72.331171,    2.000000
  90.671097,    2.000000
  90.671097,    0.000000
