CD, CL
   0.025993,   -1.163461
   0.024868,   -1.138242
   0.023967,   -1.116169
   0.023145,   -1.094179
   0.022403,   -1.072279
   0.021737,   -1.050457
   0.021148,   -1.028713
   0.020635,   -1.007044
   0.020199,   -0.985450
   0.019836,   -0.963940
   0.019547,   -0.942501
   0.019329,   -0.921131
   0.019185,   -0.899831
   0.019113,   -0.878598
   0.019112,   -0.857440
   0.019180,   -0.836347
   0.019317,   -0.815317
   0.019522,   -0.794349
   0.019798,   -0.773441
   0.020141,   -0.752599
   0.020553,   -0.731690
   0.021051,   -0.710075
   0.021637,   -0.687899
   0.022305,   -0.665641
   0.023055,   -0.643270
   0.024047,   -0.616689
