CD, CL
   0.015493,   -0.951855
   0.014368,   -0.926636
   0.013467,   -0.904563
   0.012645,   -0.882573
   0.011903,   -0.860673
   0.011237,   -0.838851
   0.010648,   -0.817107
   0.010135,   -0.795438
   0.009699,   -0.773844
   0.009336,   -0.752334
   0.009047,   -0.730895
   0.008829,   -0.709525
   0.008685,   -0.688225
   0.008613,   -0.666992
   0.008612,   -0.645834
   0.008680,   -0.624741
   0.008817,   -0.603711
   0.009022,   -0.582743
   0.009298,   -0.561835
   0.009641,   -0.540993
   0.010053,   -0.520084
   0.010551,   -0.498469
   0.011137,   -0.476293
   0.011805,   -0.454035
   0.012555,   -0.431665
   0.013547,   -0.405083
