CD, CL
   0.012393,   -0.533919
   0.011268,   -0.508700
   0.010367,   -0.486626
   0.009545,   -0.464636
   0.008803,   -0.442736
   0.008137,   -0.420915
   0.007548,   -0.399170
   0.007035,   -0.377502
   0.006599,   -0.355908
   0.006236,   -0.334397
   0.005947,   -0.312958
   0.005729,   -0.291589
   0.005585,   -0.270289
   0.005513,   -0.249056
   0.005512,   -0.227897
   0.005580,   -0.206804
   0.005717,   -0.185774
   0.005922,   -0.164806
   0.006198,   -0.143899
   0.006541,   -0.123057
   0.006953,   -0.102147
   0.007451,   -0.080532
   0.008037,   -0.058357
   0.008705,   -0.036098
   0.009455,   -0.013728
   0.010447,    0.012853
