CD, CL
   0.013553,   -0.764304
   0.012428,   -0.739085
   0.011527,   -0.717012
   0.010705,   -0.695022
   0.009963,   -0.673121
   0.009297,   -0.651300
   0.008708,   -0.629555
   0.008195,   -0.607887
   0.007759,   -0.586293
   0.007396,   -0.564783
   0.007107,   -0.543343
   0.006889,   -0.521974
   0.006745,   -0.500674
   0.006673,   -0.479441
   0.006672,   -0.458283
   0.006740,   -0.437189
   0.006877,   -0.416160
   0.007082,   -0.395191
   0.007358,   -0.374284
   0.007701,   -0.353442
   0.008113,   -0.332532
   0.008611,   -0.310918
   0.009197,   -0.288742
   0.009865,   -0.266484
   0.010615,   -0.244113
   0.011607,   -0.217532
