CD, CL
   0.021713,   -1.018886
   0.020588,   -0.993667
   0.019687,   -0.971593
   0.018865,   -0.949603
   0.018123,   -0.927703
   0.017457,   -0.905882
   0.016868,   -0.884137
   0.016355,   -0.862469
   0.015919,   -0.840875
   0.015556,   -0.819364
   0.015267,   -0.797925
   0.015049,   -0.776556
   0.014905,   -0.755256
   0.014833,   -0.734023
   0.014832,   -0.712864
   0.014900,   -0.691771
   0.015037,   -0.670741
   0.015242,   -0.649773
   0.015518,   -0.628866
   0.015861,   -0.608024
   0.016273,   -0.587114
   0.016771,   -0.565499
   0.017357,   -0.543324
   0.018025,   -0.521065
   0.018775,   -0.498695
   0.019767,   -0.472114
