CLe, Neutral Point
   0.789513,    0.198035
   0.873112,    0.193647
   0.956869,    0.184872
   1.040786,    0.176107
   1.124865,    0.164622
   1.209224,    0.155996
   1.293621,    0.150021
   1.378186,    0.141126
   1.462920,    0.132279
   1.547825,    0.123475
   1.632904,    0.120032
   1.718156,    0.124447
   1.803585,    0.125895
   1.889192,    0.121821
   1.974739,    0.116960
   2.055445,    0.119482
   2.123894,    0.156256
   2.175200,    0.295001
   2.207211,    0.897917
