Ground Distance, Mach number
 149.087219,    0.084646
 152.071478,    0.085409
 155.084766,    0.086170
 158.098055,    0.086931
 161.111343,    0.087692
 164.124631,    0.088452
 167.137919,    0.089213
 170.151207,    0.089974
 173.164496,    0.090735
 176.177784,    0.091496
 179.191072,    0.092257
 182.432219,    0.093004
 185.701815,    0.093750
 188.971412,    0.094495
 192.241008,    0.095241
 195.510605,    0.095986
 198.780201,    0.096732
 202.049798,    0.097477
 205.319395,    0.098223
 208.588991,    0.098968
 211.858588,    0.099714
 215.351186,    0.100444
 218.871628,    0.101172
 222.392070,    0.101900
 225.912512,    0.102628
 229.432954,    0.103356
 232.953396,    0.104084
 236.473838,    0.104812
 239.994280,    0.105540
 243.514722,    0.106268
 247.035164,    0.106996
 250.772826,    0.107706
 254.537610,    0.108414
 258.302394,    0.109122
 262.067178,    0.109830
 265.831961,    0.110538
 269.596745,    0.111247
 273.361529,    0.111955
 277.126313,    0.112663
 280.891097,    0.113371
 284.655881,    0.114079
 288.631919,    0.114770
 292.634333,    0.115458
 296.636748,    0.116147
 300.639163,    0.116835
 304.641578,    0.117524
 308.643992,    0.118213
 312.646407,    0.118901
 316.648822,    0.119590
 320.651237,    0.120278
 324.653651,    0.120967
 328.861444,    0.121638
 333.094881,    0.122307
 337.328317,    0.122977
 341.561754,    0.123646
 345.795190,    0.124315
 350.028627,    0.124985
 354.262063,    0.125654
 358.495499,    0.126323
 362.728936,    0.126992
 366.962372,    0.127662
 371.395406,    0.128314
 375.853361,    0.128964
 380.311315,    0.129615
 384.769270,    0.130265
 389.227225,    0.130915
 393.685180,    0.131566
 398.143135,    0.132216
 402.601090,    0.132866
 407.059045,    0.133517
 411.517000,    0.134167
 416.168868,    0.134801
 420.844948,    0.135433
 425.521028,    0.136064
 430.197108,    0.136696
 434.873188,    0.137328
 439.549268,    0.137959
 444.225348,    0.138591
 448.901428,    0.139223
 453.577508,    0.139855
 458.253588,    0.140486
 463.117997,    0.141102
 468.005921,    0.141715
 472.893845,    0.142328
 477.781769,    0.142942
 482.669693,    0.143555
 487.557617,    0.144169
 492.445541,    0.144782
 497.333465,    0.145396
 502.221389,    0.146009
 507.109313,    0.146622
 512.180087,    0.147220
 517.273692,    0.147815
 522.367297,    0.148411
 527.460902,    0.149006
 532.554506,    0.149602
 537.648111,    0.150197
 542.741716,    0.150793
 547.835321,    0.151388
 552.928925,    0.151984
 558.022530,    0.152579
 563.293639,    0.153159
 568.586911,    0.153737
 573.880184,    0.154316
 579.173456,    0.154894
 584.466728,    0.155472
 589.760000,    0.156050
 595.053272,    0.156628
 600.346545,    0.157206
 605.639817,    0.157784
 610.933089,    0.158362
 616.398659,    0.158925
 621.885743,    0.159486
 627.372827,    0.160047
 632.859910,    0.160608
 638.346994,    0.161169
 643.834078,    0.161730
 649.321161,    0.162291
 654.808245,    0.162852
 660.295328,    0.163414
 665.782412,    0.163975
 671.431279,    0.164521
 677.100346,    0.165066
 682.769414,    0.165611
 688.438481,    0.166156
 694.107548,    0.166701
 699.776615,    0.167246
 705.445682,    0.167791
 711.114750,    0.168336
 716.783817,    0.168881
 719.337716,    0.169126
 725.131192,    0.169657
 730.987301,    0.170176
 736.843409,    0.170695
 742.699518,    0.171214
 748.555627,    0.171733
 754.411735,    0.172253
 760.267844,    0.172772
 766.123952,    0.173291
 771.980061,    0.173810
 777.836170,    0.174329
 783.750336,    0.174837
 789.777456,    0.175323
 795.804575,    0.175809
 801.831695,    0.176295
 807.858815,    0.176781
 813.885934,    0.177267
 819.913054,    0.177753
 825.940173,    0.178239
 831.967293,    0.178725
 837.994413,    0.179211
 844.075505,    0.179684
 850.261604,    0.180132
 856.447703,    0.180581
 862.633801,    0.181029
 868.819900,    0.181478
 875.005999,    0.181926
 881.192097,    0.182375
 887.378196,    0.182823
 893.564295,    0.183272
 899.750393,    0.183720
 903.836329,    0.184016
 910.146858,    0.184255
 916.457386,    0.184494
 922.767915,    0.184733
 929.078444,    0.184972
 935.388973,    0.185211
 941.699502,    0.185450
 948.010031,    0.185689
 954.320560,    0.185928
 960.631089,    0.186167
 966.941618,    0.186406
 973.292781,    0.186487
 979.643945,    0.186568
 985.995108,    0.186649
 992.346272,    0.186730
 998.697435,    0.186811
1005.055072,    0.186809
1011.412710,    0.186806
1017.770347,    0.186803
1024.127984,    0.186801
1030.485621,    0.186798
1036.836308,    0.186717
1043.186996,    0.186637
1049.537683,    0.186556
1055.888370,    0.186475
