Mach, Climb Angle
   0.242680,    4.192589
   0.248108,    4.258795
   0.253535,    4.313742
   0.258963,    4.358392
   0.264390,    4.394301
   0.269818,    4.420592
   0.275245,    4.439781
   0.280673,    4.451633
   0.286100,    4.456222
   0.291528,    4.455014
   0.296955,    4.447912
   0.302383,    4.435966
   0.307810,    4.418602
   0.313237,    4.397353
   0.318665,    4.371238
   0.324092,    4.341645
   0.329520,    4.307901
   0.334947,    4.269438
   0.340375,    4.226949
   0.345802,    4.181515
   0.351230,    4.132613
   0.356657,    4.079627
   0.362085,    4.024978
   0.367512,    3.966003
   0.372940,    3.905202
   0.378367,    3.841096
   0.383795,    3.774779
   0.389222,    3.705442
   0.394650,    3.634528
   0.400077,    3.560182
   0.405504,    3.485736
   0.410932,    3.406522
   0.416359,    3.327076
   0.421787,    3.244633
   0.427214,    3.159236
   0.432642,    3.072782
   0.438069,    2.982418
   0.443497,    2.889639
   0.448924,    2.796006
   0.454352,    2.700186
   0.459779,    2.601733
   0.465207,    2.506345
   0.470634,    2.411387
   0.476062,    2.319587
   0.481489,    2.229911
   0.486917,    2.147959
   0.492344,    2.068280
   0.497771,    1.989013
   0.503199,    1.909922
   0.508626,    1.831303
   0.514054,    1.752089
   0.519481,    1.671772
   0.524909,    1.586972
   0.530336,    1.501198
   0.535764,    1.414087
   0.541191,    1.326041
   0.546619,    1.236886
   0.552046,    1.145052
   0.557474,    1.050616
   0.562901,    0.955252
   0.568329,    0.858961
   0.573756,    0.761751
   0.579184,    0.663623
   0.584611,    0.564574
   0.590039,    0.461994
   0.595466,    0.357884
   0.600893,    0.252815
   0.606321,    0.146785
   0.611748,    0.039793
   0.617176,   -0.068160
   0.622603,   -0.177075
   0.628031,   -0.286953
   0.633458,   -0.399457
   0.638886,   -0.514232
   0.644313,   -0.629997
   0.649741,   -0.746752
   0.655168,   -0.864498
   0.660596,   -0.983234
   0.666023,   -1.102963
   0.671451,   -1.223684
   0.676878,   -1.345398
   0.682306,   -1.468105
   0.687733,   -1.591927
   0.693160,   -1.719335
   0.698588,   -1.847761
   0.704015,   -1.977206
   0.709443,   -2.107670
   0.714870,   -2.239155
   0.720298,   -2.371662
   0.725725,   -2.505191
   0.731153,   -2.639743
   0.736580,   -2.775320
   0.742008,   -2.911923
   0.747435,   -3.049552
   0.752863,   -3.188210
   0.758290,   -3.327897
   0.763718,   -3.468614
   0.769145,   -3.612781
   0.774573,   -3.758021
   0.780000,   -3.904314
