Time, Load Factor
   0.000000,    0.000000
   1.000000,    0.002441
   2.000000,    0.009619
   3.000000,    0.021314
   4.000000,    0.037307
   5.000000,    0.057383
   6.000000,    0.081326
   7.000000,    0.108924
   8.000000,    0.139967
   9.000000,    0.174247
  10.000000,    0.211564
  11.000000,    0.251715
  12.000000,    0.294507
  13.000000,    0.339750
  14.000000,    0.387261
  15.000000,    0.436862
  16.000000,    0.488383
  17.000000,    0.541657
  17.960000,    0.594297
  18.960000,    0.852517
  19.582485,    1.012726
  20.189437,    1.181612
  20.689437,    1.224875
  21.689437,    1.236913
  22.689437,    1.222636
  22.990626,    1.215124
  23.990626,    1.184600
  24.990626,    1.145048
  25.990626,    1.099176
  26.990626,    1.048981
  27.942125,    0.999314
  28.942125,    1.004606
  29.942125,    1.009764
  30.942125,    1.014610
  31.942125,    1.018979
  32.942125,    1.022728
  33.942125,    1.025738
  34.942125,    1.027917
  34.990626,    1.028001
  35.990626,    1.029136
  36.990626,    1.029139
  37.035369,    1.029113
  38.035369,    1.007243
  39.035369,    0.999939
  40.035369,    0.998499
  41.035369,    0.998518
  42.035369,    0.997051
  43.035369,    0.997067
  44.035369,    0.997082
  45.035369,    0.997096
  46.035369,    0.997111
  47.035369,    0.997126
  48.035369,    0.997141
  49.035369,    0.997155
  50.035369,    0.997170
  51.035369,    0.997185
  52.035369,    0.997199
  53.035369,    0.997212
  54.035369,    0.997225
  55.035369,    0.997237
  56.035369,    0.997250
  57.035369,    0.997261
  58.035369,    0.997273
  59.035369,    0.997285
  60.035369,    0.997296
  61.035369,    0.997307
  62.035369,    0.997318
  63.035369,    0.997328
  64.035369,    0.997339
  65.035369,    0.997349
  66.035369,    0.997359
  67.035369,    0.997367
  68.035369,    0.997375
  69.035369,    0.997382
  70.035369,    0.997389
  71.035369,    0.997397
  72.035369,    0.997404
  73.035369,    0.997410
  74.035369,    0.997417
  75.035369,    0.997424
  76.035369,    0.997430
  77.035369,    0.997435
  78.035369,    0.997441
  79.035369,    0.997445
  80.035369,    0.997450
  81.035369,    0.997454
  82.035369,    0.997459
  83.035369,    0.997463
  84.035369,    0.997467
  85.035369,    0.997471
  86.035369,    0.997475
  87.035369,    0.997479
  88.035369,    0.996062
  89.035369,    0.994599
  90.035369,    0.994515
  91.035369,    0.994430
  92.035369,    0.994349
  93.035369,    0.994269
  94.035369,    0.994193
  95.035369,    0.994120
  96.035369,    0.995424
  97.035369,    0.995357
  98.035369,    0.995292
  99.035369,    0.995229
 100.035369,    0.995167
 101.035369,    0.995108
 102.035369,    0.995052
 103.035369,    0.994999
 104.035369,    0.994950
 105.035369,    0.994904
 106.035369,    0.994862
 107.035369,    0.994823
 108.035369,    0.994787
 109.035369,    0.994755
 110.035369,    0.994726
 111.035369,    0.994698
 112.035369,    0.994673
 113.035369,    0.994651
 114.035369,    0.994632
 115.035369,    0.994617
 116.035369,    0.994605
 117.035369,    0.994596
 118.035369,    0.994590
 119.035369,    0.994587
 120.035369,    0.994588
 121.035369,    0.994592
 121.736564,    0.994992
