Ground Distance, 
   0.000000,   56.117916
 253.208612,   56.117916
 261.567213,   55.398456
 269.925813,   54.678995
 278.284414,   53.959535
 286.643015,   53.240075
 295.001615,   52.520614
 303.360216,   51.801154
 311.718817,   51.081693
 320.077417,   50.362233
 328.436018,   49.642772
 329.160240,   49.633126
 336.394730,   49.536766
 385.603045,   48.881307
 395.366295,   48.751249
 405.103567,   48.621532
 414.814930,   48.492155
 424.500452,   48.363116
 424.887336,   48.357961
 425.660981,   48.347654
 425.970393,   48.343531
 426.101410,   48.341786
 426.363430,   48.338295
 426.385089,   48.338006
 426.396291,   48.337857
 426.403635,   48.337759
 426.407968,   48.337701
 426.409974,   48.337675
 426.410642,   48.337666
 426.410959,   48.337649
 426.411247,   48.337633
 426.414131,   48.337475
 426.442970,   48.335888
 426.731313,   48.320009
 429.609508,   48.160230
 457.845762,   46.459057
 486.800785,   44.418374
 513.358190,   42.210628
 537.417614,   39.850347
 559.039531,   37.345628
 578.317209,   34.704962
 595.363013,   31.936944
 599.854847,   31.121148
 603.971052,   30.335906
 605.446565,   30.044960
 606.199100,   29.894558
 606.883563,   29.756570
 613.551784,   28.348768
 619.325075,   27.025391
 623.288669,   26.051271
 624.658106,   25.700806
 626.318228,   25.265580
 637.127760,   22.099469
 639.603397,   21.274561
 642.176933,   20.366754
 642.892249,   20.104336
 643.266876,   19.965025
 643.625313,   19.830507
 647.075383,   18.469008
 654.991479,   14.729185
 661.211468,   10.697584
 661.680470,   10.320256
 661.984222,   10.067521
 662.097717,    9.971276
 662.205117,    9.879243
 663.224156,    8.953868
 666.672759,    4.445822
 667.229221,    3.123913
 667.447658,    2.408709
 667.594880,    1.767245
 667.691457,    1.165867
 667.745916,    0.601064
 667.765288,    0.072703
 667.765514,    0.033646
 667.765574,    0.005815
 667.765575,   -0.002353
