Ground Roll Distance, Horizontal Forces
   0.000000, 1687.078476
   0.000000, 1711.020638
   0.000000, 1827.322022
   0.000000, 1867.459823
   0.000000, 1907.719246
   0.000000, 1938.897608
   0.000000, 1969.812900
   0.000000, 2000.467917
   0.000000, 2001.688743
   0.000000, 2002.176958
   0.000000, 2002.415267
   0.000000, 2002.891839
   0.000000, 2002.964363
   0.000000, 2003.025252
   0.000000, 2003.056093
   0.000000, 2003.075475
   0.000000, 2003.089873
   0.000000, 2003.102998
   0.000000, 2003.106620
   0.000000, 45181.111986
   0.000000, 45181.200678
   0.000000, 45182.087605
   0.000000, 45190.957435
   0.000000, 45279.711754
   0.000000, 46172.876623
   0.000000, 55299.519470
   0.000000, 65403.309553
   0.000000, 76031.413058
   0.000000, 87053.176193
   0.000000, 98347.357086
   0.000000, 109788.404296
   0.000000, 121247.244903
   0.000000, 124262.325215
   0.000000, 124861.685725
   0.000000, 125589.794305
   0.000000, 132915.528148
   0.000000, 136148.203360
   0.000000, 138202.332396
   0.000000, 138963.125982
   0.000000, 139743.883169
   0.000000, 147531.290820
   0.000000, 150344.550000
   0.000000, 152340.520062
   0.000000, 154703.699166
   0.000000, 155409.076120
   0.000000, 155728.585984
   0.000000, 156056.648791
   0.000000, 159300.936607
   0.000000, 168515.076864
   0.000000, 176931.591742
   0.000000, 177229.528796
   0.000000, 177682.152820
   0.000000, 178088.707608
   0.000000, 181982.711615
   0.000000, 189157.008948
   0.000000, 190533.799157
   0.000000, 191317.792169
   0.000000, 191979.114329
   0.000000, 192096.410617
   0.000000, 192175.229793
   0.000000, 192228.834098
   0.000000, 192264.184027
   0.000000, 192275.488075
