Ground Roll Distance, Acceleration
 330.222222,   -0.404545
 337.541733,   -0.403968
 387.431833,   -0.400084
 397.329943,   -0.399323
 407.201582,   -0.398568
 417.046822,   -0.397819
 426.865733,   -0.397074
 427.257943,   -0.397045
 428.042237,   -0.396985
 428.355907,   -0.396962
 428.489195,   -0.396952
 428.755757,   -0.396931
 428.777854,   -0.396930
 428.796766,   -0.396928
 428.807152,   -0.396928
 428.814229,   -0.396927
 428.816604,   -0.396927
 428.817961,   -0.396927
 428.818625,   -0.396927
 428.819035,   -2.404069
 428.819413,   -2.404073
 428.823190,   -2.404112
 428.860964,   -2.404509
 429.238617,   -2.408482
 433.006388,   -2.448522
 464.091448,   -2.809112
 493.841567,   -3.213361
 521.007085,   -3.645889
 545.570886,   -4.102753
 567.604972,   -4.579866
 587.212601,   -5.072547
 604.516208,   -5.575608
 609.095721,   -5.721791
 612.881117,   -5.847350
 614.534514,   -5.903615
 615.361070,   -5.931932
 616.275506,   -5.962329
 625.102632,   -6.269351
 629.975607,   -6.450464
 633.348193,   -6.581272
 634.407108,   -6.623141
 635.398806,   -6.662495
 644.744938,   -7.056779
 647.625550,   -7.188042
 649.558982,   -7.279152
 651.839192,   -7.390005
 652.490147,   -7.422374
 653.656908,   -7.477460
 654.700485,   -7.527453
 663.023111,   -7.959122
 669.604766,   -8.362303
 670.768427,   -8.443270
 671.357120,   -8.485905
 671.676596,   -8.512130
 671.960970,   -8.535991
 674.389369,   -8.762884
 676.647926,   -9.069204
 676.872630,   -9.123806
 676.981229,   -9.160782
 677.042513,   -9.193167
 677.066363,   -9.221924
 677.067300,   -9.227958
 677.067312,   -9.228710
