Ground Distance, 
   0.000000,    0.000000
 798.535319,    0.000000
 833.119370,    0.000000
 867.703421,    0.000000
 902.287472,    0.000000
 936.871523,    0.000000
 971.455575,    0.000000
1006.039626,    0.000000
1040.623677,    0.000000
1075.207728,    0.000000
1109.791779,    0.000000
1112.412989,    0.000000
1138.587154,    0.000000
1319.299831,    0.000000
1355.047701,    0.000000
1390.665519,    0.000000
1426.153920,    0.000000
1461.513533,    0.000000
1468.570056,    0.000000
1468.740060,    0.000000
1468.862985,    0.000000
1468.923588,    0.000000
1468.962129,    0.000000
1468.975561,    0.000000
1468.979852,    0.000000
1468.982028,    0.000000
1468.983679,    0.000000
1468.985168,    0.000000
1469.000053,    0.000000
1469.148901,    0.000000
1470.637044,    0.000000
1485.484638,    0.000000
1600.062703,    0.000000
1630.427105,    0.000000
1669.762249,    0.000000
1784.269820,    0.000000
1891.034251,    0.000000
1986.530715,    0.000000
2071.127405,    0.000000
2145.488983,    0.000000
2210.343672,    0.000000
2266.421038,    0.000000
2270.941016,    0.000000
2273.377541,    0.000000
2275.593251,    0.000000
2297.154207,    0.000000
2314.349244,    0.000000
2325.322875,    0.000000
2330.862580,    0.000000
2337.684278,    0.000000
2375.132264,    0.000000
2381.973092,    0.000000
2388.459927,    0.000000
2389.956926,    0.000000
2391.604607,    0.000000
2407.194898,    0.000000
2433.759325,    0.000000
2439.336888,    0.000000
2443.830822,    0.000000
2448.155687,    0.000000
2449.736078,    0.000000
2450.692544,    0.000000
2451.035844,    0.000000
2451.411204,    0.000000
2454.959609,    0.000000
2466.148899,    0.000000
2467.746180,    0.000000
2468.600162,    0.000000
2469.143071,    0.000000
2469.465454,    0.000000
2469.614636,    0.000000
2469.627264,    0.000000
2469.633443,    0.000000
2469.635759,    0.000000
2469.636280,    0.000000
2469.636316,    0.000000
