CD, CL
   0.036867,    0.930390
   0.034997,    1.021551
   0.033568,    1.112649
   0.032565,    1.203690
   0.032023,    1.294676
   0.031919,    1.385609
   0.032284,    1.476491
   0.033114,    1.567324
   0.034420,    1.658108
   0.036217,    1.748848
   0.038502,    1.839543
   0.041301,    1.930430
   0.044625,    2.021621
   0.048488,    2.112873
   0.052899,    2.203942
   0.057860,    2.289991
   0.063415,    2.363890
   0.069619,    2.421330
   0.076547,    2.460776
   0.084311,    2.483438
   0.092992,    2.493029
   0.102591,    2.494881
   0.112433,    2.493012
   0.122366,    2.502512
   0.131993,    2.538735
   0.140861,    2.619255
   0.148587,    2.764349
   0.154883,    2.996990
   0.159581,    3.342853
   0.162673,    3.830313
