CD, CL
   0.036861,    0.807878
   0.034991,    0.899039
   0.033563,    0.990137
   0.032559,    1.081178
   0.032017,    1.172164
   0.031913,    1.263098
   0.032279,    1.353980
   0.033109,    1.444812
   0.034414,    1.535597
   0.036211,    1.626336
   0.038496,    1.717031
   0.041296,    1.807918
   0.044619,    1.899110
   0.048482,    1.990361
   0.052893,    2.081430
   0.057854,    2.167480
   0.063409,    2.241378
   0.069613,    2.298819
   0.076542,    2.338264
   0.084305,    2.360926
   0.092986,    2.370518
   0.102585,    2.372369
   0.112427,    2.370500
   0.122360,    2.380001
   0.131987,    2.416223
   0.140855,    2.496744
   0.148581,    2.641837
   0.154878,    2.874478
   0.159575,    3.220342
   0.162667,    3.707801
