CD, CL
   0.037771,    0.700270
   0.035901,    0.791431
   0.034472,    0.882529
   0.033468,    0.973570
   0.032926,    1.064556
   0.032823,    1.155489
   0.033188,    1.246371
   0.034018,    1.337204
   0.035323,    1.427989
   0.037121,    1.518728
   0.039405,    1.609423
   0.042205,    1.700310
   0.045528,    1.791501
   0.049392,    1.882753
   0.053802,    1.973822
   0.058763,    2.059871
   0.064318,    2.133770
   0.070522,    2.191210
   0.077451,    2.230656
   0.085215,    2.253318
   0.093895,    2.262909
   0.103495,    2.264761
   0.113336,    2.262892
   0.123269,    2.272392
   0.132896,    2.308615
   0.141764,    2.389135
   0.149490,    2.534229
   0.155787,    2.766870
   0.160485,    3.112733
   0.163576,    3.600193
