CD, CL
   0.037202,    0.748559
   0.035332,    0.839720
   0.033903,    0.930818
   0.032899,    1.021860
   0.032357,    1.112846
   0.032254,    1.203779
   0.032619,    1.294661
   0.033449,    1.385493
   0.034754,    1.476278
   0.036552,    1.567017
   0.038836,    1.657713
   0.041636,    1.748600
   0.044959,    1.839791
   0.048822,    1.931043
   0.053233,    2.022112
   0.058194,    2.108161
   0.063749,    2.182059
   0.069953,    2.239500
   0.076882,    2.278945
   0.084646,    2.301608
   0.093326,    2.311199
   0.102926,    2.313051
   0.112767,    2.311181
   0.122700,    2.320682
   0.132327,    2.356905
   0.141195,    2.437425
   0.148921,    2.582518
   0.155218,    2.815160
   0.159916,    3.161023
   0.163007,    3.648483
