CD, CL
   0.038568,    0.693328
   0.036698,    0.784489
   0.035270,    0.875587
   0.034266,    0.966629
   0.033724,    1.057615
   0.033620,    1.148548
   0.033986,    1.239430
   0.034816,    1.330262
   0.036121,    1.421047
   0.037918,    1.511786
   0.040203,    1.602482
   0.043003,    1.693369
   0.046326,    1.784560
   0.050189,    1.875812
   0.054600,    1.966881
   0.059561,    2.052930
   0.065116,    2.126828
   0.071320,    2.184269
   0.078249,    2.223714
   0.086012,    2.246377
   0.094693,    2.255968
   0.104292,    2.257820
   0.114134,    2.255950
   0.124067,    2.265451
   0.133694,    2.301674
   0.142562,    2.382194
   0.150288,    2.527287
   0.156585,    2.759929
   0.161282,    3.105792
   0.164374,    3.593252
