CD, CL
   0.039595,    0.683011
   0.037725,    0.774172
   0.036296,    0.865270
   0.035293,    0.956311
   0.034750,    1.047297
   0.034647,    1.138231
   0.035012,    1.229113
   0.035842,    1.319945
   0.037147,    1.410730
   0.038945,    1.501469
   0.041229,    1.592164
   0.044029,    1.683051
   0.047353,    1.774243
   0.051216,    1.865494
   0.055627,    1.956563
   0.060587,    2.042613
   0.066142,    2.116511
   0.072346,    2.173952
   0.079275,    2.213397
   0.087039,    2.236059
   0.095720,    2.245651
   0.105319,    2.247502
   0.115160,    2.245633
   0.125093,    2.255134
   0.134721,    2.291356
   0.143589,    2.371877
   0.151315,    2.516970
   0.157611,    2.749611
   0.162309,    3.095475
   0.165401,    3.582934
