Speed(CAS), Altitude
  62.214469,    0.000000
  62.214470,  100.000000
  62.214470,  200.000000
  62.214470,  300.000000
  62.214470,  400.000000
  62.214470,  500.000000
  62.214470,  600.000000
  62.214470,  700.000000
  62.214470,  800.000000
  62.214470,  900.000000
  62.214470, 1000.000000
  62.214470, 1100.000000
  62.214470, 1200.000000
  62.214470, 1300.000000
  62.214470, 1400.000000
  62.214470, 1500.000000
  62.214470, 1600.000000
  62.214470, 1700.000000
  62.214470, 1800.000000
  62.214470, 1900.000000
  62.214470, 2000.000000
  62.214470, 2100.000000
  62.214470, 2200.000000
  62.214470, 2300.000000
  62.214470, 2400.000000
  62.214470, 2500.000000
  62.214470, 2600.000000
  62.214470, 2700.000000
  62.214470, 2800.000000
  62.214470, 2900.000000
  62.214470, 3000.000000
  62.214470, 3100.000000
  62.214470, 3200.000000
  62.214470, 3300.000000
  62.214470, 3400.000000
  62.214470, 3500.000000
  62.214470, 3600.000000
  62.214470, 3700.000000
  62.214470, 3800.000000
  62.214470, 3900.000000
  62.214470, 4000.000000
  62.214470, 4100.000000
  62.214470, 4200.000000
  62.214470, 4300.000000
  62.214470, 4400.000000
  62.214470, 4500.000000
  62.214470, 4600.000000
  62.214470, 4700.000000
  62.214470, 4800.000000
  62.214470, 4900.000000
  62.214470, 5000.000000
  62.214470, 5100.000000
  62.214470, 5200.000000
  62.214470, 5300.000000
  62.214470, 5400.000000
  62.214470, 5500.000000
  62.214470, 5600.000000
  62.214470, 5700.000000
  62.214470, 5800.000000
  62.214470, 5900.000000
  62.214470, 6000.000000
  62.214470, 6100.000000
  62.214470, 6200.000000
  62.214470, 6300.000000
  62.214470, 6400.000000
  62.214470, 6500.000000
  62.214470, 6600.000000
  62.214470, 6700.000000
  62.214470, 6800.000000
  62.214470, 6900.000000
  62.214470, 7000.000000
  62.214470, 7100.000000
  62.214470, 7200.000000
  62.214470, 7300.000000
  62.214470, 7400.000000
  62.214470, 7500.000000
  62.214470, 7600.000000
  62.214470, 7700.000000
  62.214470, 7800.000000
  62.214470, 7900.000000
  62.214470, 8000.000000
  62.214470, 8100.000000
  62.214470, 8200.000000
  62.214470, 8300.000000
  62.214470, 8400.000000
  63.142479, 8500.000000
  87.264356, 8600.000000
  88.861605, 8500.000000
  90.354656, 8400.000000
  91.739402, 8300.000000
  93.011700, 8200.000000
  94.167364, 8100.000000
  95.341952, 8000.000000
  96.535584, 7900.000000
  97.605675, 7800.000000
  98.547923, 7700.000000
  99.649311, 7600.000000
 100.620088, 7500.000000
 101.604514, 7400.000000
 102.452531, 7300.000000
 103.463000, 7200.000000
 104.334197, 7100.000000
 105.216330, 7000.000000
 106.109460, 6900.000000
 106.855907, 6800.000000
 107.769683, 6700.000000
 108.533810, 6600.000000
 109.306074, 6500.000000
 110.250466, 6400.000000
 111.040706, 6300.000000
 111.672135, 6200.000000
 112.477390, 6100.000000
 113.291003, 6000.000000
 113.941169, 5900.000000
 114.596578, 5800.000000
 115.257255, 5700.000000
 115.923224, 5600.000000
 116.594509, 5500.000000
 117.271134, 5400.000000
 117.953123, 5300.000000
 118.640500, 5200.000000
 119.333290, 5100.000000
 120.031516, 5000.000000
 120.735203, 4900.000000
 121.254536, 4800.000000
 121.967541, 4700.000000
 122.686074, 4600.000000
 123.215267, 4500.000000
 123.746642, 4400.000000
 124.478493, 4300.000000
 125.015951, 4200.000000
 125.555608, 4100.000000
 126.097467, 4000.000000
 126.641532, 3900.000000
 127.394728, 3800.000000
 127.944962, 3700.000000
 128.497420, 3600.000000
 129.052105, 3500.000000
 129.609021, 3400.000000
 130.168172, 3300.000000
 130.729561, 3200.000000
 131.293191, 3100.000000
 131.859067, 3000.000000
 132.427192, 2900.000000
 132.997570, 2800.000000
 133.343677, 2700.000000
 133.916745, 2600.000000
 134.492070, 2500.000000
 134.837631, 2400.000000
 135.415632, 2300.000000
 135.995892, 2200.000000
 136.578416, 2100.000000
 136.923753, 2000.000000
 137.508938, 1900.000000
 138.096390, 1800.000000
 138.686112, 1700.000000
 139.031108, 1600.000000
 139.623476, 1500.000000
 139.967302, 1400.000000
 140.309566, 1300.000000
 140.904911, 1200.000000
 141.245930, 1100.000000
 141.585339, 1000.000000
 142.183605,  900.000000
 142.521694,  800.000000
 142.858125,  700.000000
 143.459254,  600.000000
 143.794290,  500.000000
 144.127618,  400.000000
 144.731553,  300.000000
 145.063409,  200.000000
 145.393509,  100.000000
 146.000189,    0.000000
