Ground distance, Thrust
   0.000000, 195752.084824
   1.648704, 193385.583800
   6.565546, 191050.028125
  14.705968, 188745.963503
  26.024593, 186472.357323
  40.475283, 184229.856997
  58.011198, 182019.439445
  78.584867, 179838.569253
 102.148236, 177689.549402
 128.652739, 175572.616347
 158.049362, 173484.906938
 190.288688, 171430.662234
 225.320983, 169406.549928
 263.096243, 167416.933405
 303.564296, 165461.971587
 346.674876, 163544.556845
 392.377726, 161664.197547
 440.622658, 159825.783870
 491.359657, 158024.407324
 544.538886, 156262.335599
 600.110743, 154535.785039
 635.486220, 153481.704255
 694.825270, 151784.971641
 749.747379, 150262.379254
 813.390959, 148631.536128
 818.125523, 148522.551886
 850.779612, 147842.843491
 917.201098, 146841.921521
 966.546524, 146372.210800
1034.273039, 146057.818043
1038.299339, 146050.673979
1106.126881, 145932.091881
1173.953613, 145808.286851
1241.779819, 145683.522592
1309.606375, 145557.937629
1377.433455, 145432.291272
1445.261031, 145306.311044
1513.089101, 145180.064384
1580.917638, 145053.552208
1648.746644, 144926.786489
1716.576136, 144799.858588
1780.379682, 144680.187055
1817.190870, 144611.439122
1885.020555, 144484.719370
1952.850251, 144357.542363
2020.680498, 144230.504632
2088.511255, 144103.595668
2156.342540, 143976.824387
2224.174354, 143850.212088
2292.006680, 143723.744811
2359.839526, 143597.423811
2427.672893, 143471.243014
2428.516631, 143469.676263
2496.349791, 125706.955397
2564.182501, 107987.510217
2632.015928, 90305.034584
2699.850134, 72652.252923
2767.685172, 72629.686930
2835.520976, 72608.003949
2903.357382, 72586.452778
2971.193875, 72565.102767
3039.030295, 72543.693183
3106.867082, 72522.132423
3174.704150, 72500.762888
3242.541267, 72479.354605
3310.378809, 72457.821185
3378.216614, 72436.501421
3446.054390, 72415.163113
3513.892492, 72393.658599
3581.730934, 72372.353106
3649.569373, 72351.048967
3717.408115, 72329.577276
3785.247197, 72308.319094
3853.086212, 72287.080569
3920.925423, 72265.651666
3988.765028, 72244.412039
4056.604588, 72223.209589
4124.444315, 72201.832929
4192.284476, 72180.597576
4260.124607, 72159.433937
4327.964868, 72138.113883
4395.805585, 72116.884829
4463.646290, 72095.760205
4531.487088, 72074.496815
4599.328355, 72053.272845
4667.169646, 72032.182534
4735.011005, 72010.971280
4802.852836, 71989.759299
4870.694723, 71968.704696
4938.536649, 71947.546884
5006.379039, 71926.347390
5074.221529, 71905.324835
5142.064039, 71884.216872
5209.906993, 71863.040507
5277.750069, 71842.056211
5345.593130, 71821.003660
5413.436599, 71799.846383
5481.280244, 71778.890280
5549.123866, 71757.883046
5616.967874, 71736.748219
5684.812104, 71715.820646
5752.656304, 71694.859124
5820.500856, 71673.748654
5888.345686, 71652.846335
5956.190485, 71631.927406
6024.035604, 71610.846821
6091.881039, 71589.973335
6159.726435, 71569.100365
6227.572102, 71548.053334
6295.418126, 71527.205566
6363.264112, 71506.375176
6431.110323, 71485.362914
6498.956935, 71464.537687
6566.803519, 71443.746649
6634.650288, 71422.785681
6702.497485, 71401.973556
6770.344654, 71380.901720
6838.191953, 71359.621106
6906.039719, 71338.420018
6973.887500, 71317.321491
7041.735398, 71296.089090
7109.583768, 71274.908146
7177.432157, 71253.853800
7245.280613, 71232.681815
7313.129535, 71211.510646
7380.978516, 71190.489843
7448.827544, 71169.367691
7516.677042, 71148.205925
7584.526655, 71127.213239
7652.376310, 71106.136136
7720.226422, 71085.000870
7788.076660, 71064.049785
7855.926897, 71043.030476
7923.777556, 71021.911871
7991.628405, 71000.986242
8000.000000, 70998.404864
