Ground Distance, Altitude
   0.000000,    0.000000
   0.000001,    0.000000
   0.000042,    0.000000
   0.000607,    0.000000
   0.003148,    0.000000
   0.011394,    0.000000
   0.025878,    0.000000
   0.046215,    0.000000
   0.072473,    0.000000
   0.104599,    0.000000
   0.142590,    0.000000
   0.186808,    0.000000
   0.236775,    0.000000
   0.293214,    0.000000
   0.355586,    0.000000
   0.424251,    0.000000
   0.499093,    0.000000
   0.580719,    0.000000
   0.668481,    0.000000
   0.763638,    0.000000
   0.864227,    0.000000
   0.972978,    0.000000
   1.088755,    0.000000
   1.210358,    0.000000
   1.339995,    0.000000
   1.476836,    0.000000
   1.620337,    0.000000
   1.772966,    0.000000
   1.932147,    0.000000
   2.099349,    0.000000
   2.271588,    0.000000
   2.455944,    0.000000
   2.647239,    0.000000
   2.847176,    0.000000
   3.055715,    0.000000
   3.274045,    0.000000
   3.502109,    0.000000
   3.738880,    0.000000
   3.983222,    0.000000
   4.237852,    0.000000
   4.501189,    0.000000
   4.775382,    0.000000
   5.059198,    0.000000
   5.354463,    0.000000
   5.659114,    0.000000
   5.973312,    0.000000
   6.298896,    0.000000
   6.635827,    0.000000
   6.984922,    0.000000
   7.343676,    0.000000
   7.713809,    0.000000
   8.095411,    0.000000
   8.488577,    0.000000
   8.891845,    0.000000
   9.307247,    0.000000
   9.730576,    0.000000
  10.173880,    0.000000
  10.625450,    0.000000
  11.090865,    0.000000
  11.186424,    0.000000
  11.199973,    0.000000
  11.209568,    0.000000
  11.218708,    0.000000
  11.226186,    0.000000
  11.229139,    0.000000
  11.230871,    0.000000
  11.231661,    0.000000
  11.232385,    0.000000
  11.237080,    0.000000
  11.259478,    0.000000
  11.337464,    0.000000
  11.598620,    0.000000
  12.066087,    0.000000
  12.571115,    0.000000
  13.088371,    0.000000
  13.623715,    0.000000
  14.171533,    0.000000
  14.731889,    0.000000
  15.312934,    0.000000
  15.904927,    0.000000
  16.508412,    0.000000
  17.134704,    0.000000
  17.763928,    0.000000
  18.408834,    0.000000
  19.071481,    0.000000
  19.749143,    0.000000
  20.451589,    0.000000
  21.163350,    0.000000
  21.891728,    0.000000
  22.632711,    0.000000
  23.392594,    0.000000
  24.171586,    0.000000
  24.969403,    0.000000
  25.789152,    0.000000
  26.618137,    0.000000
  27.476143,    0.000000
  28.336775,    0.000000
  29.214639,    0.000000
  30.119816,    0.000000
  31.042293,    0.000000
  31.982848,    0.000000
  32.944687,    0.000000
  33.921840,    0.000000
  34.916211,    0.000000
  35.939897,    0.000000
  36.972061,    0.000000
  38.036233,    0.000000
  39.098998,    0.000000
  40.192749,    0.000000
  41.309086,    0.000000
  42.455904,    0.000000
  43.612931,    0.000000
  44.791787,    0.000000
  45.030542,    0.000000
  45.219182,    0.000000
  45.388616,    0.000000
  45.491661,    0.000000
  45.581197,    0.000000
  45.595334,    0.000000
  45.596928,    0.000000
  45.598381,    0.000000
  45.610453,    0.000000
  45.680124,    0.000000
  45.940217,    0.000000
  46.630176,    0.000000
  47.771595,    0.000000
  49.032880,    0.000000
  50.302563,    0.000000
  51.593526,    0.000000
  52.905537,    0.000000
  54.242043,    0.000000
  55.592407,    0.000000
  56.979216,    0.000000
  58.377110,    0.000000
  59.812845,    0.000000
  61.277193,    0.000000
  62.750252,    0.000000
  64.258014,    0.000000
  65.772780,    0.000000
  67.330550,    0.000000
  68.915842,    0.000000
  70.517698,    0.000000
  72.144655,    0.000000
  73.786577,    0.000000
  75.451181,    0.000000
  77.134605,    0.000000
  78.849755,    0.000000
  80.587923,    0.000000
  82.351665,    0.000000
  84.144522,    0.000000
  85.969981,    0.000000
  87.819665,    0.000000
  89.694790,    0.000000
  91.597096,    0.000000
  93.522988,    0.000000
  95.467706,    0.000000
  97.445580,    0.000000
  99.442537,    0.000000
 101.480035,    0.000000
 103.528519,    0.000000
 103.943100,    0.000000
 104.187221,    0.000000
 104.199139,    0.000000
 104.208487,    0.000000
 104.213318,    0.000000
 104.216255,    0.000000
 104.219579,    0.000000
 104.247834,    0.000000
 104.428354,    0.000000
 105.110651,    0.000000
 107.163057,    0.000000
 109.290913,    0.000000
 111.460568,    0.000000
 113.645332,    0.000000
 115.868686,    0.000000
 118.121709,    0.000000
 120.390847,    0.000000
 122.702911,    0.000000
 125.041076,    0.000000
 127.410966,    0.000000
 129.801708,    0.000000
 132.221308,    0.000000
 134.676397,    0.000000
 137.155975,    0.000000
 139.669285,    0.000000
 142.215628,    0.000000
 144.770544,    0.000000
 147.385758,    0.000000
 150.025919,    0.000000
 152.685709,    0.000000
 155.389561,    0.000000
 158.122872,    0.000000
 160.872540,    0.000000
 163.666049,    0.000000
 166.480754,    0.000000
 169.354055,    0.000000
 172.235491,    0.000000
 175.143579,    0.000000
 178.082520,    0.000000
 181.069980,    0.000000
 184.087203,    0.000000
 187.137495,    0.000000
 187.750168,    0.000000
 188.187625,    0.000000
 188.244526,    0.000000
 188.296399,    0.000000
 188.346262,    0.000000
 188.361846,    0.000000
 188.372200,    0.000000
 188.378462,    0.000000
 188.380873,    0.000000
 188.383313,    0.000000
 188.403139,    0.000000
 188.517561,    0.000000
 189.017099,    0.000000
 190.709138,    0.000000
 194.062739,    0.000000
 197.220681,    0.000000
 200.420893,    0.000000
 203.648974,    0.000000
 206.920207,    0.000000
 210.200720,    0.000000
 213.526518,    0.000000
 216.879527,    0.000000
 220.261437,    0.000000
 223.674310,    0.000000
 227.136130,    0.000000
 230.647298,    0.000000
 234.189984,    0.000000
 237.756329,    0.000000
 241.342739,    0.000000
 244.985650,    0.000000
 248.653672,    0.000000
 252.376423,    0.000000
 256.117603,    0.000000
 259.886562,    0.000000
 263.706293,    0.000000
 267.544675,    0.000000
 271.434926,    0.000000
 275.376138,    0.000000
 279.346394,    0.000000
 283.353215,    0.000000
 287.402363,    0.000000
 291.457641,    0.000000
 295.578208,    0.000000
 296.403597,    0.000000
 299.195749,    0.000000
 299.362590,    0.000000
 299.522962,    0.000000
 299.551329,    0.000000
 299.568276,    0.000000
 299.579215,    0.000000
 299.585945,    0.000000
 299.590677,    0.000000
 299.594949,    0.000000
 299.628591,    0.000000
 299.859060,    0.000000
 300.963694,    0.000000
 304.812660,    0.000000
 309.029945,    0.000000
 313.303083,    0.000000
 317.618990,    0.000000
 321.965754,    0.000000
 326.353370,    0.000000
 330.784841,    0.000000
 335.231126,    0.000000
 339.726611,    0.000000
 344.268775,    0.000000
 348.844657,    0.000000
 353.451390,    0.000000
 358.112438,    0.000000
 362.799376,    0.000000
 367.535786,    0.000000
 372.307740,    0.000000
 377.100714,    0.000000
 381.945596,    0.000000
 386.845728,    0.000000
 391.765970,    0.000000
 396.773895,    0.000000
 401.799509,    0.000000
 406.841698,    0.000000
 411.956624,    0.000000
 417.092568,    0.000000
 422.255611,    0.000000
 427.478749,    0.000000
 432.738081,    0.000000
 438.037931,    0.000000
 439.103859,    0.000000
 439.238536,    0.000000
 439.369776,    0.000000
 439.508757,    0.000000
 439.547904,    0.000000
 439.566294,    0.000000
 439.582986,    0.000000
 439.702850,    0.000000
 440.338498,    0.000000
 443.416568,    0.000000
 448.661508,    0.000000
 454.072811,    0.000000
 459.536340,    0.000000
 465.038194,    0.000000
 470.566634,    0.000000
 476.152199,    0.000000
 481.788303,    0.000000
 487.455761,    0.000000
 493.175478,    0.000000
 498.918502,    0.000000
 504.725567,    0.000000
 510.542674,    0.000000
 516.415127,    0.000000
 522.322855,    0.000000
 528.292232,    0.000000
 534.314530,    0.000000
 540.360471,    0.000000
 546.450156,    0.000000
 552.595035,    0.000000
 558.769250,    0.000000
 565.003165,    0.000000
 571.269651,    0.000000
 577.593763,    0.000000
 583.985994,    0.000000
 590.395969,    0.000000
 596.846426,    0.000000
 603.333819,    0.000000
 609.869267,    0.000000
 610.131013,    0.000000
 610.188056,    0.000000
 610.250660,    0.000000
 610.324055,    0.000000
 610.331462,    0.000000
 610.339001,    0.000000
 610.414401,    0.000000
 610.824413,    0.000000
 612.726574,    0.000000
 619.333839,    0.000000
 625.975096,    0.000000
 632.643943,    0.000000
 639.393580,    0.000000
