alpha body, CL_e
 -10.000000,   -0.822879
  -9.000000,   -0.714670
  -8.000000,   -0.606623
  -7.000000,   -0.498740
  -6.000000,   -0.391022
  -5.000000,   -0.283457
  -4.000000,   -0.176050
  -3.000000,   -0.068810
  -2.000000,    0.038634
  -1.000000,    0.145611
   0.000000,    0.252422
   1.000000,    0.359077
   2.000000,    0.465567
   3.000000,    0.571887
   4.000000,    0.678035
   5.000000,    0.784010
   6.000000,    0.889828
   7.000000,    0.995485
   8.000000,    1.100976
   9.000000,    1.206295
  10.000000,    1.311445
  11.000000,    1.416277
  12.000000,    1.514955
  13.000000,    1.596864
  14.000000,    1.655906
  15.000000,    1.691096
  16.000000,    1.706517
  17.000000,    1.711291
  18.000000,    1.718811
  19.000000,    1.747608
  20.000000,    1.822497
