alpha body, CL_e
 -10.000000,   -0.803648
  -9.000000,   -0.697968
  -8.000000,   -0.592448
  -7.000000,   -0.487087
  -6.000000,   -0.381886
  -5.000000,   -0.276834
  -4.000000,   -0.171934
  -3.000000,   -0.067196
  -2.000000,    0.037745
  -1.000000,    0.142232
   0.000000,    0.246559
   1.000000,    0.350738
   2.000000,    0.454759
   3.000000,    0.558617
   4.000000,    0.662311
   5.000000,    0.765841
   6.000000,    0.869222
   7.000000,    0.972449
   8.000000,    1.075518
   9.000000,    1.178425
  10.000000,    1.281171
  11.000000,    1.383611
  12.000000,    1.480041
  13.000000,    1.560081
  14.000000,    1.617765
  15.000000,    1.652122
  16.000000,    1.667135
  17.000000,    1.671717
  18.000000,    1.679021
  19.000000,    1.707227
  20.000000,    1.780556
