Time, Rate of Climb
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  18.000000,    0.000000
  18.461566,    0.000000
  19.461566,    0.000000
  20.089012,    0.000000
  20.688845,  113.134252
  21.188845,  305.657853
  22.188845,  801.621871
  23.188845, 1386.930210
  23.421772, 1530.571437
  24.406463, 2150.274716
  25.406463, 2551.504211
  26.406463, 2690.595691
  27.406463, 2737.560635
  28.406463, 2755.928314
  29.406463, 2765.365895
  30.406463, 2772.075268
  31.406463, 2778.847392
  32.406463, 2784.911560
  33.406463, 2790.843597
  34.406463, 2796.702798
  35.406463, 2802.520988
  35.421772, 2802.620269
  36.022823, 2804.761689
  37.022823, 2803.498438
  38.022823, 2799.956513
  39.022823, 2796.070501
  40.022823, 2792.081901
  41.022823, 2788.001075
  42.022823, 2783.970109
  43.022823, 2779.957484
  44.022823, 2775.972986
  44.423899, 2774.519624
  45.423899, 2608.571763
  46.423899, 2284.580714
  47.423899, 1921.991616
  48.423899, 1552.286078
  49.423899, 1350.655721
  50.423899, 1293.130090
  51.423899, 1274.824072
  52.423899, 1268.511269
  53.423899, 1265.678477
  54.423899, 1264.334249
  55.423899, 1262.698619
  56.423899, 1261.892096
  57.423899, 1260.265231
  58.423899, 1259.546205
  59.423899, 1257.766031
  60.423899, 1257.135000
  61.423899, 1255.340259
  62.423899, 1254.704251
  63.423899, 1253.000610
  64.423899, 1252.318236
  65.423899, 1250.705144
  66.423899, 1249.912772
  67.423899, 1248.391678
  68.423899, 1247.487388
  69.423899, 1246.061014
  70.423899, 1245.104877
  71.423899, 1243.772270
  72.423899, 1242.685515
  73.423899, 1241.448400
  74.423899, 1240.272265
  75.423899, 1239.131702
  76.423899, 1237.842712
  77.423899, 1236.800599
  78.423899, 1235.428442
  79.423899, 1234.485491
  80.423899, 1232.964087
  81.423899, 1232.123642
  82.423899, 1230.530345
  83.423899, 1229.794216
  84.423899, 1228.097858
  85.423899, 1227.466861
  86.423899, 1225.698088
  87.423899, 1225.152538
  88.423899, 1223.486240
  89.423899, 1222.791230
  90.423899, 1221.230697
  91.423899, 1220.433100
  92.423899, 1218.978300
  93.423899, 1218.038683
  94.423899, 1216.691321
  95.423899, 1215.648373
  96.423899, 1214.409310
  97.423899, 1213.216168
  98.423899, 1212.088852
  99.423899, 1210.847327
 100.423899, 1209.830512
 101.423899, 1208.424955
 102.423899, 1207.520015
 103.423899, 1206.006671
 104.423899, 1205.214393
 105.423899, 1203.558197
 106.423899, 1202.875571
 107.423899, 1201.070557
 108.423899, 1200.408221
 109.423899, 1198.710723
 110.423899, 1197.935706
 111.423899, 1196.347990
 112.423899, 1195.438419
 113.423899, 1193.964391
 114.423899, 1192.978287
 115.423899, 1191.618152
 116.423899, 1190.478949
 117.423899, 1189.235675
 118.423899, 1188.006446
 119.423899, 1186.880417
 120.423899, 1185.508467
 121.423899, 1184.501244
 122.423899, 1183.006586
 123.423899, 1182.119544
 124.423899, 1180.502308
 125.423899, 1179.736398
 125.895753, 1178.990107
