eta, Cl
   0.000000,    0.721052
   0.020408,    0.725966
   0.040816,    0.735752
   0.061224,    0.745747
   0.081633,    0.755834
   0.102041,    0.765946
   0.122449,    0.776038
   0.142857,    0.786081
   0.163265,    0.796051
   0.183673,    0.805932
   0.204082,    0.815712
   0.224490,    0.825377
   0.244898,    0.834919
   0.265306,    0.844328
   0.285714,    0.853593
   0.306122,    0.862705
   0.326531,    0.871654
   0.346939,    0.880427
   0.367347,    0.889010
   0.387755,    0.897389
   0.408163,    0.905545
   0.428571,    0.913458
   0.448980,    0.921104
   0.469388,    0.928456
   0.489796,    0.935481
   0.510204,    0.942137
   0.530612,    0.948378
   0.551020,    0.954157
   0.571429,    0.959410
   0.591837,    0.964066
   0.612245,    0.968037
   0.632653,    0.971220
   0.653061,    0.973493
   0.673469,    0.974708
   0.693878,    0.974686
   0.714286,    0.973211
   0.734694,    0.970018
   0.755102,    0.964781
   0.775510,    0.957095
   0.795918,    0.946453
   0.816327,    0.932211
   0.836735,    0.913538
   0.857143,    0.889349
   0.877551,    0.858184
   0.897959,    0.818018
   0.918367,    0.765892
   0.938776,    0.697141
   0.959184,    0.603368
   0.979592,    0.465168
   1.000000,    0.000000
