Ground Roll Distance, Acceleration
 361.850127,   -1.027341
 371.304282,   -1.024035
 438.389398,   -1.000879
 451.685582,   -0.996352
 464.941911,   -0.991859
 478.158566,   -0.987399
 491.335725,   -0.982973
 493.966433,   -0.982092
 494.176821,   -0.982021
 494.262836,   -0.981992
 494.304892,   -0.981978
 494.350545,   -0.981963
 494.371726,   -0.981956
 494.380399,   -0.981953
 494.381469,   -1.957719
 494.382526,   -1.957720
 494.393090,   -1.957730
 494.498726,   -1.957824
 495.554815,   -1.958766
 506.087840,   -1.968186
 570.485358,   -2.026770
 632.856122,   -2.085173
 693.141742,   -2.143222
 751.284185,   -2.200737
 807.225950,   -2.257533
 860.910259,   -2.313414
 912.281247,   -2.368182
 961.284163,   -2.421633
1007.865573,   -2.473560
1051.973567,   -2.523757
1093.557966,   -2.572014
1132.570531,   -2.618125
1168.965167,   -2.661886
1202.698128,   -2.703101
1233.728217,   -2.741576
1262.016974,   -2.777129
1287.528860,   -2.809587
1310.231429,   -2.838790
1330.095492,   -2.864591
1347.095258,   -2.886858
1361.208471,   -2.905475
1372.416521,   -2.920345
1380.704546,   -2.931390
1386.061504,   -2.938551
1388.480238,   -2.941790
1388.633049,   -2.941995
