alpha body, CL_e
  -4.000000,    1.197203
  -3.172414,    1.280379
  -2.344828,    1.363715
  -1.517241,    1.447214
  -0.689655,    1.530877
   0.137931,    1.614820
   0.965517,    1.698805
   1.793103,    1.782958
   2.620690,    1.867283
