Mach, Specific Range
   0.475194,    0.100384
   0.476365,    0.100267
   0.477535,    0.100151
   0.478706,    0.100036
   0.479876,    0.099922
   0.481046,    0.099809
   0.482217,    0.099675
   0.483387,    0.099525
   0.484558,    0.099372
   0.485728,    0.099220
   0.486899,    0.099068
   0.488069,    0.098916
   0.489239,    0.098741
   0.490410,    0.098566
   0.491580,    0.098392
   0.492751,    0.098219
   0.493921,    0.098048
   0.495092,    0.097866
   0.496262,    0.097661
   0.497432,    0.097457
   0.498603,    0.097253
   0.499773,    0.097051
   0.500944,    0.096849
   0.502114,    0.096644
   0.503285,    0.096430
   0.504455,    0.096218
   0.505625,    0.096006
   0.506796,    0.095795
   0.507966,    0.095584
   0.509137,    0.095375
   0.510307,    0.095154
   0.511478,    0.094933
   0.512648,    0.094714
   0.513818,    0.094495
   0.514989,    0.094277
   0.516159,    0.094060
   0.517330,    0.093837
   0.518500,    0.093593
   0.519671,    0.093350
   0.520841,    0.093109
   0.522011,    0.092869
   0.523182,    0.092629
   0.524352,    0.092391
   0.525523,    0.092144
   0.526693,    0.091894
   0.527864,    0.091645
   0.529034,    0.091397
   0.530204,    0.091151
   0.531375,    0.090905
   0.532545,    0.090660
   0.533716,    0.090408
   0.534886,    0.090152
   0.536057,    0.089897
   0.537227,    0.089643
   0.538397,    0.089390
   0.539568,    0.089138
   0.540738,    0.088888
   0.541909,    0.088635
   0.543079,    0.088372
   0.544249,    0.088110
   0.545420,    0.087849
   0.546590,    0.087589
   0.547761,    0.087331
   0.548931,    0.087073
   0.550102,    0.086817
   0.551272,    0.086557
   0.552442,    0.086265
   0.553613,    0.085957
   0.554783,    0.085650
   0.555954,    0.085345
   0.557124,    0.085042
   0.558295,    0.084740
   0.559465,    0.084440
   0.560635,    0.084138
   0.561806,    0.083831
   0.562976,    0.083526
   0.564147,    0.083222
   0.565317,    0.082920
   0.566488,    0.082620
   0.567658,    0.082321
   0.568828,    0.082023
   0.569999,    0.081727
   0.571169,    0.081426
   0.572340,    0.081125
   0.573510,    0.080825
   0.574681,    0.080526
   0.575851,    0.080230
   0.577021,    0.079934
   0.578192,    0.079641
   0.579362,    0.079348
   0.580533,    0.079058
   0.581703,    0.078762
   0.582874,    0.078466
   0.584044,    0.078172
   0.585214,    0.077879
   0.586385,    0.077582
   0.587555,    0.077260
   0.588726,    0.076940
   0.589896,    0.076622
   0.591067,    0.076305
