Mach, Specific Range
   0.487539,    0.093141
   0.488428,    0.093067
   0.489317,    0.092994
   0.490206,    0.092921
   0.491095,    0.092849
   0.491983,    0.092777
   0.492872,    0.092705
   0.493761,    0.092613
   0.494650,    0.092514
   0.495539,    0.092417
   0.496428,    0.092320
   0.497317,    0.092223
   0.498206,    0.092127
   0.499094,    0.092024
   0.499983,    0.091908
   0.500872,    0.091792
   0.501761,    0.091677
   0.502650,    0.091562
   0.503539,    0.091448
   0.504428,    0.091334
   0.505317,    0.091202
   0.506205,    0.091060
   0.507094,    0.090920
   0.507983,    0.090779
   0.508872,    0.090639
   0.509761,    0.090500
   0.510650,    0.090361
   0.511539,    0.090215
   0.512427,    0.090066
   0.513316,    0.089917
   0.514205,    0.089769
   0.515094,    0.089621
   0.515983,    0.089474
   0.516872,    0.089327
   0.517761,    0.089169
   0.518650,    0.089001
   0.519538,    0.088834
   0.520427,    0.088667
   0.521316,    0.088501
   0.522205,    0.088335
   0.523094,    0.088170
   0.523983,    0.088006
   0.524872,    0.087832
   0.525761,    0.087658
   0.526649,    0.087485
   0.527538,    0.087312
   0.528427,    0.087140
   0.529316,    0.086969
   0.530205,    0.086798
   0.531094,    0.086627
   0.531983,    0.086446
   0.532872,    0.086265
   0.533760,    0.086086
   0.534649,    0.085906
   0.535538,    0.085728
   0.536427,    0.085550
   0.537316,    0.085372
   0.538205,    0.085195
   0.539094,    0.085009
   0.539983,    0.084822
   0.540871,    0.084636
   0.541760,    0.084450
   0.542649,    0.084265
   0.543538,    0.084081
   0.544427,    0.083897
   0.545316,    0.083713
   0.546205,    0.083527
   0.547093,    0.083333
   0.547982,    0.083140
   0.548871,    0.082947
   0.549760,    0.082755
   0.550649,    0.082564
   0.551538,    0.082373
   0.552427,    0.082157
   0.553316,    0.081934
   0.554204,    0.081711
   0.555093,    0.081482
   0.555982,    0.081254
   0.556871,    0.081027
   0.557760,    0.080801
   0.558649,    0.080576
   0.559538,    0.080352
   0.560427,    0.080128
   0.561315,    0.079906
   0.562204,    0.079684
   0.563093,    0.079457
   0.563982,    0.079229
   0.564871,    0.079002
   0.565760,    0.078776
   0.566649,    0.078550
   0.567538,    0.078326
   0.568426,    0.078103
   0.569315,    0.077880
   0.570204,    0.077658
   0.571093,    0.077438
   0.571982,    0.077211
   0.572871,    0.076984
   0.573760,    0.076759
   0.574649,    0.076535
   0.575537,    0.076311
