Mach, Specific Range
   0.449489,    0.117977
   0.451128,    0.117754
   0.452767,    0.117534
   0.454407,    0.117316
   0.456046,    0.117100
   0.457685,    0.116839
   0.459324,    0.116574
   0.460964,    0.116312
   0.462603,    0.116051
   0.464242,    0.115768
   0.465881,    0.115472
   0.467520,    0.115178
   0.469160,    0.114886
   0.470799,    0.114585
   0.472438,    0.114243
   0.474077,    0.113904
   0.475717,    0.113567
   0.477356,    0.113232
   0.478995,    0.112886
   0.480634,    0.112534
   0.482273,    0.112184
   0.483913,    0.111827
   0.485552,    0.111469
   0.487191,    0.111096
   0.488830,    0.110723
   0.490470,    0.110352
   0.492109,    0.109983
   0.493748,    0.109616
   0.495387,    0.109235
   0.497026,    0.108853
   0.498666,    0.108474
   0.500305,    0.108097
   0.501944,    0.107722
   0.503583,    0.107335
   0.505223,    0.106944
   0.506862,    0.106555
   0.508501,    0.106168
   0.510140,    0.105784
   0.511779,    0.105397
   0.513419,    0.104996
   0.515058,    0.104598
   0.516697,    0.104201
   0.518336,    0.103791
   0.519976,    0.103375
   0.521615,    0.102949
   0.523254,    0.102517
   0.524893,    0.102087
   0.526532,    0.101659
   0.528172,    0.101235
   0.529811,    0.100813
   0.531450,    0.100384
   0.533089,    0.099951
   0.534729,    0.099522
   0.536368,    0.099095
   0.538007,    0.098671
   0.539646,    0.098249
   0.541285,    0.097824
   0.542925,    0.097392
   0.544564,    0.096963
   0.546203,    0.096537
   0.547842,    0.096113
   0.549482,    0.095692
   0.551121,    0.095274
   0.552760,    0.094802
   0.554399,    0.094307
   0.556038,    0.093815
   0.557678,    0.093327
   0.559317,    0.092843
   0.560956,    0.092362
   0.562595,    0.091885
   0.564235,    0.091400
   0.565874,    0.090917
   0.567513,    0.090438
   0.569152,    0.089963
   0.570791,    0.089492
   0.572431,    0.089024
   0.574070,    0.088559
   0.575709,    0.088089
   0.577348,    0.087619
   0.578988,    0.087152
   0.580627,    0.086689
   0.582266,    0.086229
   0.583905,    0.085773
   0.585544,    0.085320
   0.587184,    0.084840
   0.588823,    0.084332
   0.590462,    0.083829
   0.592101,    0.083329
   0.593741,    0.082834
   0.595380,    0.082343
   0.597019,    0.081856
   0.598658,    0.081374
   0.600297,    0.080895
   0.601937,    0.080410
   0.603576,    0.079929
   0.605215,    0.079453
   0.606854,    0.078980
   0.608494,    0.078511
   0.610133,    0.078046
   0.611772,    0.077585
