Mach, Specific Range
   0.436068,    0.128628
   0.437948,    0.128364
   0.439827,    0.128103
   0.441706,    0.127845
   0.443586,    0.127565
   0.445465,    0.127247
   0.447345,    0.126932
   0.449224,    0.126606
   0.451103,    0.126239
   0.452983,    0.125856
   0.454862,    0.125476
   0.456741,    0.125099
   0.458621,    0.124678
   0.460500,    0.124241
   0.462379,    0.123808
   0.464259,    0.123377
   0.466138,    0.122933
   0.468017,    0.122482
   0.469897,    0.122036
   0.471776,    0.121592
   0.473656,    0.121140
   0.475535,    0.120678
   0.477414,    0.120220
   0.479294,    0.119764
   0.481173,    0.119310
   0.483052,    0.118834
   0.484932,    0.118349
   0.486811,    0.117867
   0.488690,    0.117388
   0.490570,    0.116901
   0.492449,    0.116403
   0.494328,    0.115909
   0.496208,    0.115418
   0.498087,    0.114931
   0.499967,    0.114429
   0.501846,    0.113922
   0.503725,    0.113420
   0.505605,    0.112920
   0.507484,    0.112424
   0.509363,    0.111912
   0.511243,    0.111396
   0.513122,    0.110883
   0.515001,    0.110374
   0.516881,    0.109868
   0.518760,    0.109332
   0.520639,    0.108785
   0.522519,    0.108241
   0.524398,    0.107701
   0.526278,    0.107166
   0.528157,    0.106634
   0.530036,    0.106088
   0.531916,    0.105545
   0.533795,    0.105006
   0.535674,    0.104471
   0.537554,    0.103940
   0.539433,    0.103409
   0.541312,    0.102869
   0.543192,    0.102333
   0.545071,    0.101801
   0.546950,    0.101273
   0.548830,    0.100748
   0.550709,    0.100226
   0.552589,    0.099654
   0.554468,    0.099043
   0.556347,    0.098436
   0.558227,    0.097836
   0.560106,    0.097240
   0.561985,    0.096649
   0.563865,    0.096053
   0.565744,    0.095457
   0.567623,    0.094867
   0.569503,    0.094282
   0.571382,    0.093702
   0.573261,    0.093127
   0.575141,    0.092557
   0.577020,    0.091977
   0.578900,    0.091401
   0.580779,    0.090830
   0.582658,    0.090264
   0.584538,    0.089703
   0.586417,    0.089140
   0.588296,    0.088529
   0.590176,    0.087914
   0.592055,    0.087303
   0.593934,    0.086697
   0.595814,    0.086098
   0.597693,    0.085505
   0.599572,    0.084917
   0.601452,    0.084335
   0.603331,    0.083755
   0.605211,    0.083173
   0.607090,    0.082595
   0.608969,    0.082024
   0.610849,    0.081458
   0.612728,    0.080897
   0.614607,    0.080342
   0.616487,    0.079792
   0.618366,    0.079245
   0.620245,    0.078696
   0.622125,    0.078125
