Speed (TAS), Efficiency
  67.046213,    8.936977
  67.903262,    9.621709
  68.760312,   10.156240
  69.617362,   10.541833
  70.474411,   10.922505
  71.331461,   11.198166
  72.188511,   11.491698
  73.045560,   11.766318
  73.902610,   12.004400
  74.759660,   12.255269
  75.616709,   12.513917
  76.473759,   12.733934
  77.330809,   12.964441
  78.187858,   13.206160
  79.044908,   13.439455
  79.901958,   13.643688
  80.759008,   13.856531
  81.616057,   14.078499
  82.473107,   14.306944
  83.330157,   14.483884
  84.187206,   14.667155
  85.044256,   14.857071
  85.901306,   15.053969
  86.758355,   15.252418
  87.615405,   15.392911
  88.472455,   15.537435
  89.329504,   15.686147
  90.186554,   15.839208
  91.043604,   15.996791
  91.900653,   16.140383
  92.757703,   16.229930
  93.614753,   16.321321
  94.471802,   16.414602
  95.328852,   16.509820
  96.185902,   16.607024
  97.042951,   16.706265
  97.900001,   16.787598
  98.757051,   16.811707
  99.614100,   16.836096
 100.471150,   16.860768
 101.328200,   16.885724
 102.185249,   16.910968
 103.042299,   16.936500
 103.899349,   16.962325
 104.756399,   16.988442
 105.613448,   16.970758
 106.470498,   16.931495
 107.327548,   16.892099
 108.184597,   16.852573
 109.041647,   16.812918
 109.898697,   16.773139
 110.755746,   16.733239
 111.612796,   16.693220
 112.469846,   16.653086
 113.326895,   16.612840
 114.183945,   16.572485
 115.040995,   16.487693
 115.898044,   16.390909
 116.755094,   16.294549
 117.612144,   16.198618
 118.469193,   16.103121
 119.326243,   16.008061
 120.183293,   15.913444
 121.040342,   15.819274
 121.897392,   15.725555
 122.754442,   15.632290
 123.611491,   15.539482
 124.468541,   15.447136
 125.325591,   15.355254
 126.182641,   15.263840
 127.039690,   15.158892
 127.896740,   15.026307
 128.753790,   14.895154
 129.610839,   14.765416
 130.467889,   14.637081
 131.324939,   14.510133
 132.181988,   14.384559
 133.039038,   14.260344
 133.896088,   14.137473
 134.753137,   14.015932
 135.610187,   13.895708
 136.467237,   13.776786
 137.324286,   13.659152
 138.181336,   13.542792
 139.038386,   13.427692
 139.895435,   13.313839
 140.752485,   13.201218
 141.609535,   13.089815
 142.466584,   12.979618
 143.323634,   12.870612
 144.180684,   12.762784
 145.037733,   12.634008
 145.894783,   12.502245
 146.751833,   12.372449
 147.608882,   12.244584
 148.465932,   12.118613
 149.322982,   11.994501
 150.180032,   11.872212
 151.037081,   11.751712
 151.894131,   11.632969
