Speed (CAS), Rate of Climb
 135.689360, 1513.662253
 137.646230, 1523.499830
 139.603100, 1546.046632
 141.559970, 1568.905891
 143.516840, 1590.559024
 145.473710, 1610.355987
 147.430580, 1629.642953
 149.387450, 1646.757966
 151.344320, 1664.605763
 153.301190, 1680.305516
 155.258060, 1695.561109
 157.214930, 1710.229301
 159.171800, 1723.505182
 161.128670, 1736.721997
 163.085539, 1749.023477
 165.042409, 1759.454035
 166.999279, 1770.328074
 168.956149, 1781.035205
 170.913019, 1788.657850
 172.869889, 1796.679945
 174.826759, 1804.723400
 176.783629, 1811.641167
 178.740499, 1816.314616
 180.697369, 1821.371724
 182.654239, 1826.152951
 184.611109, 1830.417750
 186.567979, 1831.910516
 188.524848, 1833.390806
 190.481718, 1834.517834
 192.438588, 1835.292056
 194.395458, 1835.543346
 196.352328, 1833.103288
 198.309198, 1830.231568
 200.266068, 1826.971404
 202.222938, 1823.565514
 204.179808, 1819.733040
 206.136678, 1814.213154
 208.093548, 1806.614372
 210.050418, 1798.612956
 212.007288, 1790.101279
 213.964158, 1781.078104
 215.921027, 1771.686599
 217.877897, 1761.812932
 219.834767, 1749.888170
 221.791637, 1736.006598
 223.748507, 1721.653602
 225.705377, 1706.707098
 227.662247, 1691.165148
 229.619117, 1675.091384
 231.575987, 1658.477436
 233.532857, 1641.264325
 235.489727, 1623.361191
 237.446597, 1602.065810
 239.403467, 1580.104667
 241.360337, 1557.464045
 243.317206, 1534.156638
 245.274076, 1510.215703
 247.230946, 1485.588711
 249.187816, 1460.273118
 251.144686, 1434.286404
 253.101556, 1407.620809
 255.058426, 1380.259514
 257.015296, 1351.509423
 258.972166, 1319.781824
 260.929036, 1287.283555
 262.885906, 1254.011493
 264.842776, 1219.952930
 266.799646, 1185.089503
 268.756516, 1149.442612
 270.713385, 1113.009206
 272.670255, 1075.741141
 274.627125, 1037.653282
 276.583995,  998.768720
 278.540865,  959.084399
 280.497735,  918.488527
 282.454605,  877.083158
 284.411475,  834.867321
 286.368345,  789.238339
 288.325215,  742.243054
 290.282085,  694.365206
 292.238955,  645.601326
 294.195825,  595.815427
 296.152695,  545.072189
 298.109564,  493.429927
 300.066434,  440.877940
 302.023304,  387.187318
 303.980174,  332.584163
 305.937044,  277.065008
 307.893914,  220.517843
 309.850784,  162.868237
 311.807654,  104.288599
 313.764524,   44.775463
 315.721394,  -15.919137
 317.678264,  -77.648242
 319.635134, -140.325400
 321.592004, -203.984652
 323.548874, -268.954594
 325.505743, -336.021429
 327.462613, -405.877402
 329.419483, -476.944150
