Ground Distance, 
   0.000000,   15.240000
 240.072474,    2.658335
 251.352220,    2.100110
 262.631965,    1.607693
 273.911711,    1.181032
 285.191456,    0.820085
 296.471201,    0.524814
 307.750947,    0.295191
 319.030692,    0.131190
 330.310437,    0.032797
 341.590183,   -0.000000
 342.412694,    0.000000
 350.625849,    0.000000
 407.598816,    0.000000
 418.868028,    0.000000
 430.095961,    0.000000
 441.282832,    0.000000
 452.428858,    0.000000
 454.746301,    0.000000
 454.788675,    0.000000
 454.816897,    0.000000
 454.825170,    0.000000
 454.832773,    0.000000
 454.908806,    0.000000
 455.669018,    0.000000
 463.259236,    0.000000
 507.196242,    0.000000
 550.712801,    0.000000
 591.731466,    0.000000
 603.808237,    0.000000
 616.579139,    0.000000
 651.866253,    0.000000
 685.694542,    0.000000
 716.876647,    0.000000
 745.383185,    0.000000
 771.267157,    0.000000
 794.610009,    0.000000
 815.515394,    0.000000
 834.103406,    0.000000
 850.504030,    0.000000
 853.973843,    0.000000
 856.171137,    0.000000
 857.375839,    0.000000
 858.533997,    0.000000
 869.613013,    0.000000
 873.356736,    0.000000
 875.674542,    0.000000
 876.516614,    0.000000
 877.422374,    0.000000
 886.014040,    0.000000
 889.691001,    0.000000
 894.418289,    0.000000
 894.935674,    0.000000
 895.310886,    0.000000
 895.646352,    0.000000
 898.883049,    0.000000
 906.679831,    0.000000
 912.849060,    0.000000
 913.548974,    0.000000
 913.854065,    0.000000
 913.980686,    0.000000
 914.181524,    0.000000
 915.996756,    0.000000
 919.031084,    0.000000
 919.346416,    0.000000
 919.498588,    0.000000
 919.598393,    0.000000
 919.657214,    0.000000
 919.681742,    0.000000
 919.683263,    0.000000
 919.683351,    0.000000
 919.683354,    0.000000
