Ground Roll distance, Load Factor
 347.614580,    0.676407
 356.185595,    0.673695
 416.157218,    0.654919
 428.050267,    0.651236
 439.909846,    0.647578
 451.736077,    0.643942
 463.529081,    0.640330
 465.883705,    0.639611
 466.100999,    0.639544
 466.111317,    0.639541
 466.120299,    0.639539
 466.121990,    0.639538
 466.122951,    0.639537
 466.123831,    0.639537
 466.132626,    0.639531
 466.220570,    0.639473
 467.099798,    0.638894
 475.870135,    0.633103
 533.510716,    0.594178
 589.287516,    0.555054
 643.129559,    0.515873
 694.965767,    0.476792
 744.725247,    0.437977
 792.337589,    0.399606
 837.733188,    0.361863
 880.843583,    0.324941
 921.601801,    0.289038
 959.942720,    0.254357
 995.803439,    0.221104
1029.123642,    0.189481
1059.845976,    0.159692
1087.916411,    0.131932
1113.284601,    0.106391
1135.904225,    0.083249
1155.733311,    0.062670
1172.734540,    0.044808
1186.875517,    0.029794
1198.129015,    0.017745
1206.473181,    0.008751
1211.891706,    0.002884
1214.373949,    0.000189
1214.548012,    0.000000
