CLe, Neutral Point
  -0.804088,    0.189608
  -0.707968,    0.198468
  -0.611974,    0.215762
  -0.516097,    0.232905
  -0.420351,    0.250403
  -0.324745,    0.267583
  -0.229269,    0.283783
  -0.133911,    0.296938
  -0.038686,    0.304461
   0.056777,    0.321009
   0.151797,    0.339566
   0.246698,    0.348108
   0.341466,    0.356875
   0.436094,    0.365402
   0.530589,    0.372959
   0.624965,    0.380064
   0.719207,    0.387257
   0.813311,    0.394005
   0.907283,    0.399882
   1.001136,    0.405355
   1.094855,    0.410879
   1.188438,    0.415890
   1.281893,    0.420207
   1.375159,    0.428065
   1.464312,    0.455740
   1.541184,    0.522396
   1.600449,    0.664459
   1.640191,    1.102043
   1.661877,    3.145118
   1.670349,    9.010467
   1.673759,    9.694246
   1.682893,    4.342323
   1.712624,    1.897119
   1.781584,    1.324999
