CLe, Neutral Point
  -0.823040,    0.200587
  -0.714810,    0.210038
  -0.606742,    0.228802
  -0.498838,    0.247329
  -0.391099,    0.265223
  -0.283512,    0.282601
  -0.176084,    0.296919
  -0.068824,    0.307624
   0.038642,    0.325574
   0.145640,    0.343453
   0.252471,    0.352801
   0.359147,    0.361677
   0.465658,    0.370599
   0.571999,    0.379154
   0.678167,    0.387294
   0.784163,    0.394551
   0.890002,    0.401037
   0.995679,    0.407256
   1.101190,    0.413276
   1.206530,    0.418902
   1.311700,    0.424035
   1.416552,    0.434468
   1.515249,    0.464416
   1.597174,    0.550987
   1.656228,    0.752943
   1.691424,    1.758840
   1.706848,    6.009220
   1.711625,    8.478842
   1.719146,    5.115992
   1.747948,    1.996585
   1.822851,    1.327764
