Ground Distance, Horizontal Forces
   0.000000,  -16.152476
  34.569533, -1247.218181
  69.135709, -1240.846183
 103.696730, -1230.649401
 138.252467, -1216.530110
 172.803174, -1206.165676
 207.348722, -1199.652041
 241.889276, -1201.876952
 276.424706, -1213.063686
 310.955040, -1215.428997
 345.480147, -1208.747489
 380.000237, -1198.535037
 414.515182, -1184.701423
 449.025231, -1174.907414
 483.530259, -1169.256227
 518.030434, -1160.706395
 552.525632, -1149.183855
 587.016054, -1141.688499
 621.501578, -1138.323226
 655.982371, -1131.090589
 690.458314, -1119.891773
 724.929602, -1113.726135
 759.396116, -1112.722276
 793.857996, -1108.541179
 828.315123, -1101.101664
 862.767692, -1091.443314
 897.215586, -1079.509437
 931.659000, -1072.279985
 966.097819, -1069.875161
1000.532195, -1064.242833
1034.962012, -1055.300536
1069.387454, -1056.514140
1103.808407, -1068.143138
1138.224875, -1072.312378
1172.636743, -1068.831257
1207.044175, -1062.131275
1241.447058, -1052.130189
1275.845568, -1047.778521
1310.239593, -1049.220618
1344.629244, -1048.034615
1379.014408, -1044.153363
1413.395241, -1037.290457
1447.771634, -1027.369715
1482.143789, -1015.690758
1516.511597, -1002.208662
1550.875279, -994.507750
1585.234730, -992.735737
1619.590060, -988.450729
1653.941165, -981.588514
1688.288215, -972.404738
1722.631106, -960.840082
1756.970016, -955.840767
1791.304844, -957.574543
1825.635683, -957.564964
1859.962431, -955.767485
1894.285216, -951.810951
1928.603935, -945.640197
1962.918749, -937.480303
1997.229558, -927.280443
2031.536553, -916.568510
2065.839638, -905.331418
2100.138976, -900.469766
2134.434473, -902.146451
2168.726220, -902.132147
2203.014121, -900.383649
2237.298293, -897.013970
2271.578639, -891.981688
2305.855302, -885.463432
2340.128189, -877.421234
2374.397465, -868.086696
2408.663039, -857.426798
2442.925097, -845.717380
2477.183549, -832.931626
2511.438595, -820.338400
2545.690148, -807.942621
2579.938393, -803.230880
2614.183245, -806.399511
2648.424747, -808.798616
2682.662812, -810.408532
2716.897517, -811.229944
2751.128773, -811.242704
2785.356671, -810.481026
2819.581123, -808.925122
2853.802231, -806.640605
2888.019910, -803.608857
2922.234273, -799.923499
2956.445234, -795.567830
2990.652919, -790.659002
3024.857242, -785.182881
3059.058336, -779.274790
3093.256118, -772.923691
3127.450725, -766.277079
3161.642077, -759.327403
3195.830314, -752.227949
3230.015357, -744.974889
3264.197346, -737.720815
3298.376205, -730.465701
3332.552072, -723.355126
3366.724871, -716.392782
3400.894737, -709.711341
3435.061595, -703.317978
3469.225572, -697.327225
3503.386597, -691.749369
3537.544787, -686.676432
3571.700071, -682.121315
3605.852558, -678.150197
3640.002177, -674.778000
3674.149025, -672.042864
3708.293033, -669.961068
3742.434287, -668.541738
3776.572715, -667.801801
3810.708394, -667.721621
3844.841252, -668.318053
3878.971354, -669.544137
3913.098627, -671.415962
3947.223127, -673.861792
3981.344780, -676.896293
4015.463631, -680.426477
4049.579609, -684.465009
4083.692749, -688.901982
4117.802979, -693.747578
4151.910329, -698.879913
4186.014725, -704.306316
4220.116195, -709.898265
4254.214663, -715.659991
4288.310156, -721.461835
4322.402597, -727.304821
4356.492012, -733.063581
4390.578324, -738.735962
4424.661564, -744.206019
4458.741651, -749.468582
4492.818622, -754.421761
4526.892396, -759.057652
4560.963014, -763.292368
4595.030397, -767.115659
4629.094592, -770.464756
4663.155520, -773.327542
4697.213239, -775.664529
4731.267666, -777.462283
4765.318870, -778.705744
4799.366768, -779.380750
4833.411440, -779.496773
4867.452802, -779.039530
4901.490942, -778.042099
4935.525778, -776.490679
4969.557407, -774.440061
5003.585748, -771.877490
5037.610904, -768.876709
5071.632796, -765.426521
5105.651534, -761.616124
5139.667038, -757.436315
5173.679425, -752.987676
5207.688616, -748.263338
5241.694730, -743.370808
5275.697690, -738.305787
5309.697617, -733.178051
5343.694433, -727.985996
5377.688261, -722.837011
5411.679024, -717.732195
5445.666841, -712.772100
5479.651637, -707.960421
5513.633527, -703.386801
5547.612438, -699.057320
5581.588479, -695.047183
5615.561578, -691.364550
5649.531837, -688.067345
5683.499185, -685.165416
5717.463717, -682.697352
5751.425360, -680.674238
5785.384204, -679.114126
5819.340176, -678.028846
5853.293356, -677.415602
5887.243673, -677.286456
5921.191197, -677.618337
5955.135857, -678.423023
5989.077716, -679.658583
6023.016704, -681.336024
6056.952875, -683.396726
6090.886158, -685.850481
6124.816603, -688.624811
6158.744138, -691.727906
6192.668807, -695.076783
6226.590538, -698.677723
6260.509373, -702.440957
6294.425237, -706.370635
6328.338171, -710.374132
6362.248100, -714.453336
6396.155064, -718.516732
6430.058988, -722.563916
6463.959913, -726.508314
6497.857762, -730.347300
6531.752580, -734.002779
6565.644289, -737.470062
6599.532938, -740.682645
6633.418449, -743.634018
6667.300876, -746.271819
6701.180140, -748.588035
6735.056301, -750.546346
6768.929279, -752.137607
6802.799143, -753.342725
6836.665811, -754.151834
6870.529358, -754.563500
6904.389705, -754.567570
6938.246931, -754.179944
6972.100958, -753.390616
7005.951873, -752.231776
7039.799596, -750.693982
7073.644221, -748.823996
7107.485669, -746.613331
7141.324038, -744.121026
7175.159251, -741.339885
7208.991409, -738.338459
7242.820435, -735.111120
7276.646436, -731.732822
7310.469332, -728.199708
7344.289233, -724.589821
7378.106062, -720.901199
7411.919926, -717.211602
7445.730751, -713.521005
7479.538642, -709.903594
7513.343525, -706.361238
7547.145505, -702.961483
7580.944507, -699.707973
7614.740633, -696.658894
7648.533809, -693.819469
7682.324132, -691.236262
7716.111529, -688.915818
7749.896093, -686.891356
7783.677750, -685.170440
7817.456587, -683.771825
7851.232532, -682.703746
7885.005664, -681.970019
7918.775912, -681.579185
7952.543351, -681.520284
7986.307908, -681.801797
8020.069652, -682.398774
8053.828510, -683.319278
8087.584547, -684.525740
8121.337689, -686.025467
8155.087997, -687.770144
8188.835396, -689.766030
8222.579942, -691.956356
8256.321563, -694.346088
8290.060309, -696.872601
8323.796108, -699.539390
8357.529011, -702.280764
8391.258943, -705.098629
8424.985953, -707.927093
8458.709969, -710.766427
8492.431039, -713.553349
8526.149089, -716.286519
8559.864172, -718.907900
8593.576211, -721.414636
8627.285260, -723.756293
8660.991245, -725.928653
8694.694223, -727.890868
8728.394118, -729.637570
8762.090991, -731.139027
8795.784767, -732.388974
8829.475512, -733.369821
8863.163149, -734.074694
8896.847750, -734.498631
8930.529237, -734.634452
8964.207688, -734.489758
8997.883026, -734.057381
9031.555331, -733.356884
9065.224528, -732.381415
9098.890701, -731.161401
9132.553775, -729.690594
9166.213839, -728.008747
9199.870816, -726.110468
9233.524801, -724.042933
9267.175716, -721.801817
9300.823657, -719.439540
9334.468550, -716.953006
9368.110490, -714.397519
9401.749402, -711.771317
9435.385385, -709.130162
9469.018363, -706.473671
9502.648435, -703.855662
9536.275524, -701.277119
9569.899728, -698.787657
9603.520973, -696.389552
9637.139353, -694.126184
9670.754794, -692.000994
9704.367387, -690.049404
9737.977059, -688.275850
9771.583898, -686.706450
9805.187832, -685.346421
9838.788942, -684.211667
9872.387159, -683.307943
9905.982559, -682.640478
9939.575073, -682.215311
9973.164774, -682.027007
10006.751590, -682.081619
10040.335593, -682.363520
10073.916710, -682.878516
10107.495008, -683.601683
10141.070416, -684.538338
10174.642996, -685.655533
10208.212677, -686.957880
10241.779519, -688.405998
10275.343450, -690.003613
10308.904527, -691.706745
10342.462680, -693.518092
10376.017964, -695.391069
10409.570306, -697.327250
10443.119763, -699.279508
10476.666262, -701.248251
10510.209859, -703.187845
10543.750480, -705.097544
10577.288183, -706.935136
10610.822895, -708.698778
10644.354673, -710.351423
10677.883445, -711.890236
10711.409271, -713.284813
10744.932077, -714.531471
10778.451927, -715.607616
10811.968747, -716.508892
10845.482604, -717.221315
10878.993423, -717.740061
10912.501276, -718.060169
10946.006086, -718.176565
10979.507930, -718.093325
11013.006732, -717.805349
11046.502570, -717.325378
11079.995368, -716.648506
11113.485209, -715.795395
11146.972017, -714.761543
11180.455877, -713.574467
11213.936714, -712.230251
11247.414614, -710.761931
11280.889502, -709.166334
11314.361468, -707.480462
11347.830437, -705.702009
11381.296499, -703.870255
11414.759580, -701.983840
11448.219769, -700.082577
11481.676993, -698.166088
11515.131343, -696.272985
11548.582744, -694.403867
11582.031286, -692.594502
11615.476896, -690.846417
11648.919661, -689.191052
11682.359510, -687.630775
11715.796526, -686.191432
11749.230639, -684.876112
11782.661931, -683.704071
11816.090331, -682.678971
11849.515917, -681.812787
11882.938620, -681.109582
11916.358515, -680.573697
11949.775532, -680.209407
11983.189744, -680.013400
12016.601080, -679.989976
12050.009612, -680.128482
12083.415267, -680.433054
12116.818114, -680.886323
12150.218082, -681.492088
12183.615236, -682.227166
12217.009505, -683.094859
12250.400954, -684.067306
12283.789509, -685.147181
12317.175233, -686.303257
12350.558055, -687.537479
12383.938036, -688.816683
12417.315102, -690.142018
12450.689317, -691.479866
12484.060606, -692.830548
12517.429031, -694.161465
12550.794519, -695.472110
12584.157131, -696.732298
12617.516796, -697.940740
12650.873575, -699.070919
12684.227396, -700.120837
12717.578322, -701.068719
12750.926281, -701.911960
12784.271340, -702.634372
12817.613423, -703.232866
12850.952602, -703.697422
12884.288801, -704.024616
12917.622092, -704.210890
12950.952401, -704.252646
12984.279802, -704.152800
13017.604222, -703.907737
13050.925736, -703.526579
13084.244271, -703.005850
13117.559905, -702.360344
13150.872565, -701.586874
13184.182332, -700.705132
13217.489131, -699.712354
13250.793045, -698.632164
13284.094001, -697.462328
13317.392082, -696.229286
13350.687215, -694.931422
13383.979484, -693.596772
13417.268817, -692.224397
13450.555298, -690.842668
13483.838855, -689.451348
13517.119571, -688.077900
13550.397375, -686.722779
13583.672350, -685.411362
13616.944425, -684.144764
13650.213681, -682.945209
13683.480048, -681.814409
13716.743606, -680.770537
13750.004283, -679.815813
13783.262160, -678.963656
13816.517164, -678.216684
13849.769374, -677.583077
13883.018717, -677.065732
13916.265270, -676.667346
13949.508961, -676.390959
13982.749863, -676.233794
14015.987905, -676.198897
14049.223158, -676.278258
14082.455551, -676.474796
14115.685153, -676.775737
14148.911894, -677.183747
14182.135839, -677.681955
14215.356919, -678.272663
14248.575199, -678.935730
14281.790608, -679.673005
14315.003211, -680.462035
14348.212935, -681.304142
14381.419846, -682.175596
14414.623872, -683.077147
14447.825076, -683.984859
14481.023388, -684.898890
14514.218870, -685.796153
14547.411451, -686.676218
14580.601195, -687.517842
14613.788031, -688.320043
14646.972023, -689.064312
14680.153100, -689.749167
14713.331328, -690.359588
14746.506635, -690.893671
14779.679088, -691.340465
14812.848616, -691.697738
14846.015288, -691.958997
14879.179031, -692.121789
14912.339917, -692.184266
14945.497873, -692.143865
14978.652973, -692.003362
15011.805144, -691.760199
15044.954461, -691.421549
15078.100850, -690.984974
15111.244390, -690.461629
15144.385007, -689.849298
15177.522780, -689.162543
15210.657635, -688.399460
15243.789653, -687.577297
15276.918760, -686.694545
15310.045036, -685.770316
15343.168410, -684.803550
15376.288963, -683.814341
15409.406621, -682.802116
15442.521466, -681.787043
15475.633425, -680.769049
15508.742580, -679.767484
15541.848858, -678.782768
15574.952340, -677.832597
15608.052955, -676.917854
15641.150780, -676.053838
15674.245745, -675.241845
15707.337928, -674.494155
15740.427258, -673.812411
15773.513812, -673.205398
