Speed(TAS), Altitude
  80.287837,    0.000000
  80.674588,  100.000000
  81.064071,  200.000000
  81.456312,  300.000000
  81.851337,  400.000000
  82.249172,  500.000000
  82.649843,  600.000000
  83.053377,  700.000000
  83.459801,  800.000000
  83.869142,  900.000000
  84.281428, 1000.000000
  84.696687, 1100.000000
  85.114948, 1200.000000
  85.536238, 1300.000000
  85.960587, 1400.000000
  86.388025, 1500.000000
  86.818580, 1600.000000
  87.252284, 1700.000000
  87.689166, 1800.000000
  88.129257, 1900.000000
  88.572588, 2000.000000
  89.019192, 2100.000000
  89.469099, 2200.000000
  89.922342, 2300.000000
  90.378954, 2400.000000
  90.838968, 2500.000000
  91.302417, 2600.000000
  91.769335, 2700.000000
  92.239757, 2800.000000
  92.713717, 2900.000000
  93.191250, 3000.000000
  93.672393, 3100.000000
  94.157181, 3200.000000
  94.645650, 3300.000000
  95.137838, 3400.000000
  95.633781, 3500.000000
  96.133519, 3600.000000
  96.637088, 3700.000000
  97.144529, 3800.000000
  97.655880, 3900.000000
  98.171181, 4000.000000
  98.690472, 4100.000000
  99.213795, 4200.000000
  99.741190, 4300.000000
 100.272700, 4400.000000
 100.808366, 4500.000000
 101.348233, 4600.000000
 101.892343, 4700.000000
 102.440740, 4800.000000
 102.993470, 4900.000000
 103.550577, 5000.000000
 104.112107, 5100.000000
 104.678107, 5200.000000
 105.248624, 5300.000000
 105.823704, 5400.000000
 106.403397, 5500.000000
 106.987752, 5600.000000
 107.576817, 5700.000000
 108.170644, 5800.000000
 108.769283, 5900.000000
 109.372785, 6000.000000
 109.981203, 6100.000000
 110.594590, 6200.000000
 111.212998, 6300.000000
 111.836484, 6400.000000
 112.465101, 6500.000000
 113.098906, 6600.000000
 113.737956, 6700.000000
 114.382306, 6800.000000
 115.032017, 6900.000000
 115.687145, 7000.000000
 116.347753, 7100.000000
 117.013899, 7200.000000
 117.685645, 7300.000000
 118.363054, 7400.000000
 119.046188, 7500.000000
 119.735113, 7600.000000
 120.429891, 7700.000000
 121.130590, 7800.000000
 121.837275, 7900.000000
 122.550015, 8000.000000
 123.268879, 8100.000000
 123.993934, 8200.000000
 124.725253, 8300.000000
 125.462907, 8400.000000
 126.206968, 8500.000000
 126.957509, 8600.000000
 127.714606, 8700.000000
 128.478335, 8800.000000
 129.248771, 8900.000000
 130.025992, 9000.000000
 130.810079, 9100.000000
 131.601111, 9200.000000
 132.399169, 9300.000000
 133.204336, 9400.000000
 134.016695, 9500.000000
 134.836332, 9600.000000
 135.663332, 9700.000000
 136.497784, 9800.000000
 137.339776, 9900.000000
 138.189397, 10000.000000
 139.046740, 10100.000000
 139.911898, 10200.000000
 140.784963, 10300.000000
 141.666033, 10400.000000
 142.555204, 10500.000000
 143.452574, 10600.000000
 144.358244, 10700.000000
 145.272315, 10800.000000
 146.194890, 10900.000000
 147.126074, 11000.000000
 148.244295, 11100.000000
 149.413615, 11200.000000
 150.592121, 11300.000000
 151.779884, 11400.000000
 152.976979, 11500.000000
 154.183477, 11600.000000
 155.399452, 11700.000000
 156.624978, 11800.000000
 157.860130, 11900.000000
 159.104983, 12000.000000
 160.359613, 12100.000000
 161.624097, 12200.000000
 162.898512, 12300.000000
 164.182935, 12400.000000
 165.477444, 12500.000000
 166.782119, 12600.000000
 168.097040, 12700.000000
 169.422285, 12800.000000
 170.757936, 12900.000000
 172.104074, 13000.000000
 173.460782, 13100.000000
 174.828141, 13200.000000
 176.206236, 13300.000000
 177.595150, 13400.000000
 178.994967, 13500.000000
 180.405774, 13600.000000
 181.827656, 13700.000000
 183.260699, 13800.000000
 193.301909, 13900.000000
 194.411393, 13800.000000
 195.549659, 13700.000000
 196.388564, 13600.000000
 197.088921, 13500.000000
 197.896365, 13400.000000
 198.397467, 13300.000000
 198.837907, 13200.000000
 199.299995, 13100.000000
 199.699894, 13000.000000
 199.952693, 12900.000000
 200.224904, 12800.000000
 200.516341, 12700.000000
 200.742128, 12600.000000
 200.986247, 12500.000000
 201.163312, 12400.000000
 201.443307, 12300.000000
 201.569670, 12200.000000
 201.454736, 12100.000000
 201.354761, 12000.000000
 201.183131, 11900.000000
 200.938967, 11800.000000
 200.708368, 11700.000000
 200.578417, 11600.000000
 200.374815, 11500.000000
 200.096716, 11400.000000
 199.831212, 11300.000000
 199.578190, 11200.000000
 199.249138, 11100.000000
 198.988630, 11000.000000
 198.981685, 10900.000000
 198.898583, 10800.000000
 198.738109, 10700.000000
 198.589156, 10600.000000
 198.451601, 10500.000000
 198.234521, 10400.000000
 198.027896, 10300.000000
 197.740112, 10200.000000
 197.553714, 10100.000000
 197.285247, 10000.000000
 197.026111, 9900.000000
 196.776204, 9800.000000
 196.442209, 9700.000000
 196.023013, 9600.000000
 195.611409, 9500.000000
 195.301543, 9400.000000
 194.905204, 9300.000000
 194.516207, 9200.000000
 194.420143, 9100.000000
 194.715443, 9000.000000
 195.118295, 8900.000000
 195.437154, 8800.000000
 195.767465, 8700.000000
 195.915417, 8600.000000
 196.073324, 8500.000000
 196.338581, 8400.000000
 196.516430, 8300.000000
 196.605826, 8200.000000
 196.802611, 8100.000000
 197.008886, 8000.000000
 197.125500, 7900.000000
 197.250807, 7800.000000
 197.384725, 7700.000000
 197.427183, 7600.000000
 197.477479, 7500.000000
 197.535538, 7400.000000
 197.601285, 7300.000000
 197.573444, 7200.000000
 197.654052, 7100.000000
 197.640330, 7000.000000
 197.633417, 6900.000000
 197.633248, 6800.000000
 197.639758, 6700.000000
 197.652886, 6600.000000
 197.672567, 6500.000000
