Cl, Efficiency
  -0.050983,   -0.832733
   0.055061,    0.972451
   0.160911,    3.054378
   0.266576,    5.375637
   0.372037,    7.886754
   0.477295,   10.490400
   0.582351,   13.040515
   0.687213,   15.339125
   0.792231,   17.303717
   0.896744,   18.839835
   1.001042,   19.905620
   1.105125,   20.509722
   1.208984,   20.734572
   1.312622,   20.620852
   1.416047,   20.214795
   1.519255,   19.612940
   1.622235,   18.903381
   1.724991,   18.126311
   1.827518,   17.325415
   1.928614,   16.512069
   2.023026,   15.667050
   2.105773,   14.773186
   2.173321,   13.835405
   2.223570,   12.872954
   2.255850,   11.905520
   2.270907,   10.954606
   2.270900,   10.037353
   2.259383,    9.172073
   2.241300,    8.373614
   2.222873,    7.683426
   2.211179,    7.243799
