Ground Distance, Horizontal Forces
   0.000000,    0.000000
   1.648704,   66.763692
   6.565546,  263.485147
  14.705968,  584.761648
  26.024593, 1025.139239
  40.475283, 1579.130851
  58.011198, 2241.229250
  78.584867, 3005.924863
 102.148236, 3867.723890
 128.652739, 4821.152806
 158.049362, 5860.787469
 190.288688, 6981.254450
 225.320983, 8177.244716
 263.096243, 9443.550182
 303.564296, 10775.057562
 346.674876, 12166.788746
 392.377726, 13613.896230
 440.622658, 15111.681775
 491.359657, 16655.597468
 544.538886, 18241.219548
 600.110743, 19864.269964
 635.486220, 20880.101559
 694.825270, 22533.669036
 749.747379, 24474.429249
 813.390959, 28163.231182
 818.125523, 28866.559274
 850.779612, 36720.516942
 917.201098, 47926.473126
 966.546524, 49904.392565
1034.273039, 50307.881414
1038.299339, 50294.257753
1106.126881, 39653.830903
1173.953613, 38588.468027
1241.779819, 38165.746504
1309.606375, 37810.226363
1377.433455, 37453.950690
1445.261031, 37097.915008
1513.089101, 36742.288989
1580.917638, 36387.207416
1648.746644, 36004.724771
1716.576136, 35644.948543
1780.379682, 35314.760963
1817.190870, 35221.668766
1885.020555, 35174.798309
1952.850251, 35162.558123
2020.680498, 35150.352497
2088.511255, 35138.165522
2156.342540, 35125.989172
2224.174354, 35113.794431
2292.006680, 35101.601770
2359.839526, 35089.412111
2427.672893, 35077.234695
2428.516631, 35076.665572
2496.349802, 31084.988221
2564.182498, 31119.823631
2632.015881, 31183.755888
2699.850042, 31253.569050
2767.685018, 35403.235666
2835.520748, 35601.984835
2903.357010, 35583.267665
2971.193784, 35597.981458
3039.030818, 35578.808770
3106.867742, 35559.700211
3174.704946, 35574.325115
3242.542517, 35555.465997
3310.380392, 35536.991262
3378.218749, 35551.250986
3446.057164, 35532.299917
3513.895900, 35546.905170
3581.734989, 35528.014001
3649.574241, 35509.369506
3717.413983, 35524.789695
3785.253857, 35505.878393
3853.093997, 35523.969507
3920.934517, 35505.089293
3988.775103, 35486.324445
4056.616109, 35504.326840
4124.457315, 35485.442767
4192.298706, 35467.000236
4260.140541, 35484.680997
4327.982439, 35465.898708
4395.824703, 35483.909630
4463.667251, 35465.091340
4531.509940, 35446.588653
4599.353105, 35464.373490
4667.196375, 35445.606599
4735.039951, 35463.591540
4802.883886, 35444.847603
4870.727926, 35426.293382
4938.572420, 35444.117243
5006.417054, 35425.354675
5074.261899, 35407.107591
5142.107181, 35424.631466
5209.952562, 35406.059657
5277.798371, 35423.926433
5345.644402, 35405.222306
5413.490595, 35386.910384
5481.337258, 35404.516853
5549.184022, 35385.925194
5617.031147, 35403.790578
5684.878581, 35385.158517
5752.726140, 35366.796936
5820.574171, 35384.460430
5888.422325, 35365.866838
5956.270762, 35383.685350
6024.119573, 35365.126816
6091.968475, 35346.715939
6159.817829, 35364.452250
6227.667395, 35345.915275
6295.517192, 35327.842984
6363.367421, 35345.202223
6431.217713, 35326.751606
6499.068391, 35344.490701
6566.919350, 35326.006425
6634.770487, 35307.871451
6702.622107, 35325.352453
6770.473830, 35306.924794
6838.325889, 35324.629947
6906.178266, 35306.177156
6974.030749, 35287.959827
7041.883701, 35305.517479
7109.736813, 35287.122365
7177.590207, 35304.804695
7245.444011, 35286.459992
7313.297921, 35268.235595
7381.152279, 35285.814558
7449.006837, 35267.439727
7516.861598, 35249.508100
7584.716814, 35266.787085
7652.572126, 35248.542695
7720.427838, 35266.146434
7788.283842, 35247.849643
7856.140021, 35229.882816
7923.996691, 35247.246971
7991.853482, 35229.011474
8000.000000, 35226.851173
