"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 17/12/15, 12.48.08"


11
X,Y
0,0,
2.95362,0.291150,
6.73345,0.658975,
11.1401,1.14262,
14.7804,1.59519,
18.3251,2.05952,
23.7141,2.86741,
29.8099,3.86669,
36.1096,4.98711,
39.6067,5.60392,
40,5.70545,
