"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 17/12/15, 12.54.02"


9
X,Y
0,2.20244,
7.13986,2.03897,
10.0288,1.99652,
13.5245,2.00603,
17.8502,2.05703,
26.4378,2.15384,
30.2208,2.18934,
35.2331,2.31836,
40,2.49433,
